year,raceId,boatType,classId,place,value,temp,rain,water,n_paddler
2008,ADK90,Canoe,oc2stockmaster,8,3.7527777777777778,63.5,0.268,3.46,2
2009,ADK90,Canoe,oc2stockmixmaster,5,3.7530555555555556,63.8,0.028,3.28,2
2011,ADK90,Canoe,open,NA,3.753888888888889,61.2,0,4.36,6
2009,ADK90,Canoe,oc2stockmix,3,3.755,63.8,0.028,3.28,2
2014,ADK90,Canoe,oc4,12,3.7555555555555555,65,0,2.97,4
2012,ADK90,Canoe,oc2stockveteran,4,3.7555555555555555,60.8,0.02,3.05,2
2009,ADK90,Canoe,open,NA,3.756111111111111,63.8,0.028,3.28,6
2017,ADK90,Canoe,oc4mix,10,3.756111111111111,56.9,0,4,4
2015,ADK90,Canoe,oc2stockmixmaster,1,3.756388888888889,64.2,1.535,3.45,2
2011,ADK90,Canoe,oc2stockmixmaster,5,3.756666666666667,61.2,0,4.36,2
2013,ADK90,Canoe,oc4,11,3.757222222222222,59.8,0.185,3.56,4
2015,ADK90,Canoe,oc4,4,3.7577777777777777,64.2,1.535,3.45,4
2010,ADK90,Canoe,oc2am,2,3.7583333333333333,63.4,0,3.19,2
2009,ADK90,Kayak,k1unlimted,4,3.758611111111111,63.8,0.028,3.28,1
2011,ADK90,Canoe,open,NA,3.758888888888889,61.2,0,4.36,6
2009,ADK90,Canoe,open,NA,3.7597222222222224,63.8,0.028,3.28,6
2011,ADK90,Canoe,oc4mix,16,3.7597222222222224,61.2,0,4.36,4
2023,ADK90,Canoe,oc4stockmixnc,1,3.7600277777777777,64.2,0.421,4.17,4
2010,ADK90,Canoe,oc4mix,7,3.7608333333333333,63.4,0,3.19,4
2011,ADK90,Canoe,oc2stock,2,3.761111111111111,61.2,0,4.36,2
2025,ADK90,Canoe,oc4stock,4,3.7625555555555557,59.2,0,2.97,4
2015,ADK90,Canoe,open,NA,3.762777777777778,64.2,1.535,3.45,6
2011,ADK90,Kayak,k2women,1,3.763611111111111,61.2,0,4.36,2
2010,ADK90,Canoe,oc2am,3,3.763888888888889,63.4,0,3.19,2
2023,ADK90,Canoe,oc4stock,6,3.7640555555555557,64.2,0.421,4.17,4
2014,ADK90,Canoe,open,NA,3.7641666666666667,65,0,2.97,6
2013,ADK90,Canoe,open,NA,3.7647222222222223,59.8,0.185,3.56,6
2023,ADK90,Canoe,oc2stock,2,3.765,64.2,0.421,4.17,2
2017,ADK90,Canoe,open,NA,3.765,56.9,0,4,6
2008,ADK90,Canoe,oc2stockveteran,6,3.765277777777778,63.5,0.268,3.46,2
2009,ADK90,Canoe,oc2ammaster,3,3.765277777777778,63.8,0.028,3.28,2
2018,ADK90,Canoe,open,NA,3.766388888888889,54.4,0,3.2,6
2011,ADK90,Canoe,oc2stockveteran,4,3.7666666666666666,61.2,0,4.36,2
2008,ADK90,Canoe,oc1am,3,3.7669444444444444,63.5,0.268,3.46,1
2008,ADK90,Voyageur,voyageur,7,3.7669444444444444,63.5,0.268,3.46,6
2012,ADK90,Canoe,oc2stockmixmaster,5,3.7669444444444444,60.8,0.02,3.05,2
2015,ADK90,Canoe,oc4,5,3.7688888888888887,64.2,1.535,3.45,4
2022,ADK90,Canoe,oc4stockmix,8,3.7693333333333334,70.5,0,3.32,4
2022,ADK90,Canoe,oc4stockmix,9,3.7708333333333335,70.5,0,3.32,4
2015,ADK90,Canoe,open,NA,3.7708333333333335,64.2,1.535,3.45,6
2017,ADK90,Canoe,open,NA,3.7716666666666665,56.9,0,4,6
2011,ADK90,Canoe,open,NA,3.772222222222222,61.2,0,4.36,6
2009,ADK90,Canoe,oc2stockmix,4,3.7725,63.8,0.028,3.28,2
2011,ADK90,Canoe,oc2stockveteran,7,3.7730555555555556,61.2,0,4.36,2
2013,ADK90,Canoe,oc4women,1,3.7736111111111112,59.8,0.185,3.56,4
2025,ADK90,Canoe,oc2stock,1,3.7742222222222224,59.2,0,2.97,2
2011,ADK90,Canoe,oc4women,1,3.775,61.2,0,4.36,4
2017,ADK90,Canoe,open,NA,3.775,56.9,0,4,6
2012,ADK90,Canoe,oc4,6,3.775,60.8,0.02,3.05,4
2011,ADK90,Canoe,oc4mix,14,3.7755555555555556,61.2,0,4.36,4
2021,ADK90,Canoe,oc2stockmix,1,3.7780555555555555,68.4,0.028,3.04,2
2023,ADK90,Canoe,oc2stockmixmaster,3,3.778833333333333,64.2,0.421,4.17,2
2011,ADK90,Canoe,oc2stockmaster,5,3.778888888888889,61.2,0,4.36,2
2022,ADK90,Canoe,oc2stockopen,5,3.778916666666667,70.5,0,3.32,2
2009,ADK90,Canoe,open,NA,3.779166666666667,63.8,0.028,3.28,6
2023,ADK90,Canoe,oc2stockmix,1,3.779638888888889,64.2,0.421,4.17,2
2008,ADK90,Guideboat,g2,2,3.781111111111111,63.5,0.268,3.46,2
2011,ADK90,Canoe,oc2stockveteran,3,3.7819444444444446,61.2,0,4.36,2
2023,ADK90,Canoe,oc2stockgoldnc,1,3.7824444444444443,64.2,0.421,4.17,2
2017,ADK90,Canoe,open,NA,3.7827777777777776,56.9,0,4,6
2025,ADK90,Canoe,oc2stock,2,3.7832777777777777,59.2,0,2.97,2
2019,ADK90,Canoe,oc2am,2,3.783333333333333,59,0.02,3.67,2
2011,ADK90,Canoe,oc2stockmixmaster,6,3.7841666666666667,61.2,0,4.36,2
2017,ADK90,Canoe,oc2stock,5,3.785,56.9,0,4,2
2013,ADK90,Canoe,oc2stockmixmaster,2,3.7855555555555553,59.8,0.185,3.56,2
2021,ADK90,SUP,solorec,1,3.785833333333333,68.4,0.028,3.04,1
2023,ADK90,Canoe,oc2stock,3,3.7865833333333336,64.2,0.421,4.17,2
2021,ADK90,Canoe,oc4stockwomenmaster,1,3.7866666666666666,68.4,0.028,3.04,4
2012,ADK90,Canoe,oc2am,5,3.7866666666666666,60.8,0.02,3.05,2
2011,ADK90,Canoe,oc2stockmix,3,3.7872222222222223,61.2,0,4.36,2
2009,ADK90,Canoe,oc1stock,2,3.787777777777778,63.8,0.028,3.28,1
2017,ADK90,Canoe,oc2stockveteran,1,3.7883333333333336,56.9,0,4,2
2015,ADK90,Canoe,open,NA,3.7888888888888888,64.2,1.535,3.45,6
2009,ADK90,Canoe,open,NA,3.7891666666666666,63.8,0.028,3.28,6
2021,ADK90,Canoe,oc4stockmix,5,3.789722222222222,68.4,0.028,3.04,4
2012,ADK90,Canoe,oc2stockveteran,5,3.790277777777778,60.8,0.02,3.05,2
2012,ADK90,Canoe,oc2ammix,4,3.790277777777778,60.8,0.02,3.05,2
2013,ADK90,Canoe,open,NA,3.7905555555555557,59.8,0.185,3.56,6
2012,ADK90,Canoe,open,NA,3.7913888888888887,60.8,0.02,3.05,6
2025,ADK90,Canoe,oc4stockmix,8,3.7918333333333334,59.2,0,2.97,4
2009,ADK90,Canoe,open,NA,3.792222222222222,63.8,0.028,3.28,6
2009,ADK90,Canoe,oc2stockmixmaster,6,3.7925,63.8,0.028,3.28,2
2025,ADK90,Canoe,oc2stockmixveteran,1,3.7933055555555555,59.2,0,2.97,2
2017,ADK90,Canoe,oc2stockmix,1,3.793888888888889,56.9,0,4,2
2019,ADK90,Canoe,oc4stockmix,8,3.793888888888889,59,0.02,3.67,4
2025,ADK90,Canoe,oc2stockmixmaster,2,3.7940833333333335,59.2,0,2.97,2
2025,ADK90,Canoe,oc2open,2,3.7943333333333333,59.2,0,2.97,2
2008,ADK90,Canoe,open,NA,3.7944444444444443,63.5,0.268,3.46,6
2019,ADK90,Canoe,oc4stockmix,9,3.7952777777777778,59,0.02,3.67,4
2008,ADK90,Canoe,oc4mix,9,3.7958333333333334,63.5,0.268,3.46,4
2017,ADK90,Canoe,oc4women,2,3.796111111111111,56.9,0,4,4
2014,ADK90,Canoe,open,NA,3.796111111111111,65,0,2.97,6
2012,ADK90,Canoe,oc2stock,6,3.796388888888889,60.8,0.02,3.05,2
2019,ADK90,Canoe,oc4open,5,3.796388888888889,59,0.02,3.67,4
2022,ADK90,Canoe,oc4stocktournc,1,3.7964166666666666,70.5,0,3.32,4
2025,ADK90,Canoe,oc4stock,6,3.796527777777778,59.2,0,2.97,4
2013,ADK90,Canoe,open,NA,3.7969444444444442,59.8,0.185,3.56,6
2009,ADK90,Canoe,oc2am,3,3.7975,63.8,0.028,3.28,2
2011,ADK90,Canoe,oc2stockveteran,6,3.7977777777777777,61.2,0,4.36,2
2011,ADK90,Canoe,oc2stock,6,3.7983333333333333,61.2,0,4.36,2
2015,ADK90,Canoe,open,NA,3.7983333333333333,64.2,1.535,3.45,6
2011,ADK90,Canoe,oc2stock,5,3.798611111111111,61.2,0,4.36,2
2008,ADK90,Canoe,oc4,7,3.798888888888889,63.5,0.268,3.46,4
2019,ADK90,Canoe,oc4stockwomen,2,3.799166666666667,59,0.02,3.67,4
2023,ADK90,Kayak,k1master,5,3.7993888888888887,64.2,0.421,4.17,1
2014,ADK90,Canoe,open,NA,3.7994444444444446,65,0,2.97,6
2009,ADK90,Canoe,oc2ammix,5,3.799722222222222,63.8,0.028,3.28,2
2025,ADK90,Canoe,oc3stockmix,1,3.799722222222222,59.2,0,2.97,3
2025,ADK90,Canoe,oc2stock,3,3.8007222222222223,59.2,0,2.97,2
2014,ADK90,Kayak,k1tourveteran,2,3.801111111111111,65,0,2.97,1
2019,ADK90,Canoe,oc2ammix,1,3.8016666666666667,59,0.02,3.67,2
2015,ADK90,Canoe,open,NA,3.8027777777777776,64.2,1.535,3.45,6
2008,ADK90,Canoe,oc2rec,1,3.8030555555555554,63.5,0.268,3.46,2
2014,ADK90,Canoe,oc4mix,9,3.8033333333333332,65,0,2.97,4
2012,ADK90,Guideboat,g2,2,3.803611111111111,60.8,0.02,3.05,2
2013,ADK90,Canoe,open,NA,3.8044444444444445,59.8,0.185,3.56,6
2011,ADK90,Canoe,oc4mix,17,3.8044444444444445,61.2,0,4.36,4
2018,ADK90,Kayak,k1tour,3,3.8047222222222223,54.4,0,3.2,1
2012,ADK90,Canoe,oc2rec,3,3.805277777777778,60.8,0.02,3.05,2
2017,ADK90,Voyageur,voyageur,3,3.8055555555555554,56.9,0,4,6
2010,ADK90,Canoe,oc4mix,6,3.806111111111111,63.4,0,3.19,4
2008,ADK90,Canoe,oc2stockveteran,5,3.8066666666666666,63.5,0.268,3.46,2
2025,ADK90,Canoe,oc4stock,9,3.8075,59.2,0,2.97,4
2015,ADK90,Voyageur,voyageur,6,3.807777777777778,64.2,1.535,3.45,6
2013,ADK90,Voyageur,voyageur,4,3.807777777777778,59.8,0.185,3.56,6
2023,ADK90,Canoe,oc2stock,6,3.807861111111111,64.2,0.421,4.17,2
2013,ADK90,Canoe,oc4,14,3.8080555555555557,59.8,0.185,3.56,4
2017,ADK90,Canoe,open,NA,3.808333333333333,56.9,0,4,6
2012,ADK90,Guideboat,g2,1,3.8091666666666666,60.8,0.02,3.05,2
2009,ADK90,Canoe,oc2rec,1,3.8097222222222222,63.8,0.028,3.28,2
2017,ADK90,Canoe,open,NA,3.8108333333333335,56.9,0,4,6
2023,ADK90,Canoe,oc1stockmaster,1,3.8115555555555556,64.2,0.421,4.17,1
2008,ADK90,Canoe,oc1am,4,3.8116666666666665,63.5,0.268,3.46,1
2011,ADK90,Canoe,open,NA,3.8116666666666665,61.2,0,4.36,6
2014,ADK90,Canoe,oc2stockmaster,4,3.812777777777778,65,0,2.97,2
2010,ADK90,Canoe,oc4mix,5,3.8133333333333335,63.4,0,3.19,4
2025,ADK90,Canoe,oc2stockmaster,1,3.816388888888889,59.2,0,2.97,2
2014,ADK90,Canoe,open,NA,3.816388888888889,65,0,2.97,6
2015,ADK90,Canoe,oc2ammix,1,3.816666666666667,64.2,1.535,3.45,2
2013,ADK90,Canoe,oc2stockmixmaster,1,3.8169444444444443,59.8,0.185,3.56,2
2014,ADK90,Canoe,open,NA,3.817222222222222,65,0,2.97,6
2019,ADK90,Canoe,oc4open,6,3.817222222222222,59,0.02,3.67,4
2008,ADK90,Canoe,open,NA,3.8175,63.5,0.268,3.46,6
2019,ADK90,Canoe,oc4stock,5,3.8175,59,0.02,3.67,4
2011,ADK90,Canoe,open,NA,3.8175,61.2,0,4.36,6
2023,ADK90,Canoe,oc4stockgoldmixnc,1,3.8177777777777777,64.2,0.421,4.17,4
2015,ADK90,Guideboat,g2,2,3.8183333333333334,64.2,1.535,3.45,2
2014,ADK90,Canoe,oc2stockmix,4,3.8183333333333334,65,0,2.97,2
2010,ADK90,Canoe,open,NA,3.818611111111111,63.4,0,3.19,6
2022,ADK90,Canoe,oc2stockmaster,2,3.818861111111111,70.5,0,3.32,2
2008,ADK90,Canoe,open,NA,3.818888888888889,63.5,0.268,3.46,6
2009,ADK90,Canoe,open,NA,3.819166666666667,63.8,0.028,3.28,6
2014,ADK90,Canoe,oc2stock,5,3.819166666666667,65,0,2.97,2
2015,ADK90,Kayak,k1tourveteran,2,3.819722222222222,64.2,1.535,3.45,1
2023,ADK90,Canoe,oc2stockmixmaster,4,3.821305555555556,64.2,0.421,4.17,2
2017,ADK90,Canoe,open,NA,3.8216666666666668,56.9,0,4,6
2015,ADK90,Canoe,oc2stockmixmaster,3,3.8216666666666668,64.2,1.535,3.45,2
2015,ADK90,Canoe,open,NA,3.8233333333333333,64.2,1.535,3.45,6
2014,ADK90,Canoe,oc2stockwomen,1,3.8247222222222224,65,0,2.97,2
2021,ADK90,Canoe,oc4stockmix,7,3.8255555555555554,68.4,0.028,3.04,4
2015,ADK90,Canoe,open,NA,3.8266666666666667,64.2,1.535,3.45,6
2008,ADK90,Canoe,oc2stock,7,3.8272222222222223,63.5,0.268,3.46,2
2025,ADK90,Kayak,k2,3,3.827472222222222,59.2,0,2.97,2
2015,ADK90,Canoe,oc2stock,7,3.828611111111111,64.2,1.535,3.45,2
2011,ADK90,Canoe,open,NA,3.828611111111111,61.2,0,4.36,6
2009,ADK90,Canoe,open,NA,3.828888888888889,63.8,0.028,3.28,6
2009,ADK90,Canoe,oc2rec,2,3.8291666666666666,63.8,0.028,3.28,2
2013,ADK90,Canoe,open,NA,3.8291666666666666,59.8,0.185,3.56,6
2022,ADK90,Canoe,oc2stockmixmaster,3,3.8291944444444446,70.5,0,3.32,2
2009,ADK90,Canoe,oc1rec,2,3.8294444444444444,63.8,0.028,3.28,1
2010,ADK90,Canoe,oc2ammaster,2,3.8294444444444444,63.4,0,3.19,2
2025,ADK90,Canoe,oc4stockmix,7,3.8301944444444445,59.2,0,2.97,4
2011,ADK90,Canoe,oc2stockmixveteran,1,3.8308333333333335,61.2,0,4.36,2
2023,ADK90,Canoe,oc2stockmaster,2,3.8314999999999997,64.2,0.421,4.17,2
2022,ADK90,Canoe,oc2stockopen,3,3.831888888888889,70.5,0,3.32,2
2008,ADK90,Canoe,oc1stock,3,3.8319444444444444,63.5,0.268,3.46,1
2015,ADK90,Canoe,oc2stock,8,3.8330555555555557,64.2,1.535,3.45,2
2017,ADK90,Canoe,oc2stock,7,3.8330555555555557,56.9,0,4,2
2019,ADK90,Canoe,oc2stock,4,3.8341666666666665,59,0.02,3.67,2
2013,ADK90,Canoe,open,NA,3.8344444444444443,59.8,0.185,3.56,6
2019,ADK90,Canoe,oc4stockwomen,3,3.8344444444444443,59,0.02,3.67,4
2011,ADK90,Canoe,oc2stock,8,3.834722222222222,61.2,0,4.36,2
2012,ADK90,Canoe,oc2stock,7,3.835,60.8,0.02,3.05,2
2018,ADK90,Canoe,open,NA,3.8355555555555556,54.4,0,3.2,6
2011,ADK90,Canoe,oc2stockmix,2,3.8355555555555556,61.2,0,4.36,2
2011,ADK90,Canoe,open,NA,3.8358333333333334,61.2,0,4.36,6
2011,ADK90,Canoe,oc2stockmaster,6,3.8361111111111112,61.2,0,4.36,2
2023,ADK90,Canoe,oc2stockmix,3,3.8364444444444445,64.2,0.421,4.17,2
2013,ADK90,Canoe,oc2stockveteran,1,3.8369444444444443,59.8,0.185,3.56,2
2015,ADK90,Canoe,open,NA,3.8369444444444443,64.2,1.535,3.45,6
2008,ADK90,Guideboat,g2,3,3.8369444444444443,63.5,0.268,3.46,2
2015,ADK90,Canoe,open,NA,3.8375,64.2,1.535,3.45,6
2008,ADK90,Canoe,oc2stockwomen,1,3.8375,63.5,0.268,3.46,2
2021,ADK90,Kayak,k1unlimited,1,3.8375,68.4,0.028,3.04,1
2018,ADK90,Canoe,open,NA,3.8377777777777777,54.4,0,3.2,6
2012,ADK90,Canoe,oc4women,2,3.8394444444444447,60.8,0.02,3.05,4
2017,ADK90,Canoe,open,NA,3.839722222222222,56.9,0,4,6
2010,ADK90,Canoe,oc2ammix,3,3.841388888888889,63.4,0,3.19,2
2013,ADK90,Canoe,oc2stockwomenmaster,2,3.841388888888889,59.8,0.185,3.56,2
2014,ADK90,Canoe,open,NA,3.841666666666667,65,0,2.97,6
2012,ADK90,Canoe,open,NA,3.8427777777777776,60.8,0.02,3.05,6
2012,ADK90,Canoe,open,NA,3.8430555555555554,60.8,0.02,3.05,6
2009,ADK90,Guideboat,g2,2,3.8433333333333333,63.8,0.028,3.28,2
2022,ADK90,Canoe,oc2stockmix,1,3.843444444444444,70.5,0,3.32,2
2019,ADK90,Canoe,oc2stockmix,1,3.843611111111111,59,0.02,3.67,2
2025,ADK90,Canoe,oc2stockmaster,3,3.843861111111111,59.2,0,2.97,2
2009,ADK90,Canoe,oc2recmix,1,3.843888888888889,63.8,0.028,3.28,2
2022,ADK90,Canoe,oc4stockmix,10,3.843944444444445,70.5,0,3.32,4
2019,ADK90,Canoe,oc2jrsr,1,3.8441666666666667,59,0.02,3.67,2
2013,ADK90,Canoe,oc2stockmaster,4,3.845833333333333,59.8,0.185,3.56,2
2008,ADK90,Guideboat,g2,5,3.845833333333333,63.5,0.268,3.46,2
2008,ADK90,Kayak,k2,4,3.846388888888889,63.5,0.268,3.46,2
2022,ADK90,Canoe,oc2stockmixveteran,2,3.8467499999999997,70.5,0,3.32,2
2014,ADK90,Canoe,open,NA,3.8475,65,0,2.97,6
2018,ADK90,Canoe,oc1rec,1,3.848333333333333,54.4,0,3.2,1
2017,ADK90,Canoe,open,NA,3.848333333333333,56.9,0,4,6
2013,ADK90,Canoe,oc2stockmaster,5,3.8491666666666666,59.8,0.185,3.56,2
2012,ADK90,Kayak,k2women,1,3.8497222222222223,60.8,0.02,3.05,2
2022,ADK90,Canoe,oc2stockmixmaster,2,3.8501944444444445,70.5,0,3.32,2
2009,ADK90,Kayak,k2women,2,3.8505555555555557,63.8,0.028,3.28,2
2012,ADK90,Canoe,open,NA,3.8508333333333336,60.8,0.02,3.05,6
2014,ADK90,Canoe,open,NA,3.8519444444444444,65,0,2.97,6
2014,ADK90,Canoe,oc2stock,6,3.852222222222222,65,0,2.97,2
2014,ADK90,Canoe,oc2stock,7,3.852777777777778,65,0,2.97,2
2013,ADK90,Canoe,oc4mix,14,3.8530555555555557,59.8,0.185,3.56,4
2017,ADK90,Canoe,oc2stockmix,2,3.8536111111111113,56.9,0,4,2
2017,ADK90,Canoe,oc4mix,11,3.8536111111111113,56.9,0,4,4
2023,ADK90,Canoe,oc4stockmix,6,3.85375,64.2,0.421,4.17,4
2019,ADK90,Canoe,oc4stockwomen,1,3.8538888888888887,59,0.02,3.67,4
2012,ADK90,Canoe,oc2rec,1,3.8538888888888887,60.8,0.02,3.05,2
2022,ADK90,Kayak,k1unlimitedmaster,2,3.8540833333333335,70.5,0,3.32,1
2009,ADK90,Canoe,oc2stockveteran,2,3.8541666666666665,63.8,0.028,3.28,2
2011,ADK90,Canoe,oc2amwomen,1,3.8541666666666665,61.2,0,4.36,2
2025,ADK90,Canoe,oc4stock,10,3.85425,59.2,0,2.97,4
2011,ADK90,Guideboat,g2,2,3.8544444444444443,61.2,0,4.36,2
2015,ADK90,Canoe,oc1am,1,3.854722222222222,64.2,1.535,3.45,1
2022,ADK90,Canoe,oc4stockwomen,2,3.855222222222222,70.5,0,3.32,4
2011,ADK90,Canoe,oc2stockmaster,7,3.855277777777778,61.2,0,4.36,2
2025,ADK90,Canoe,oc4stockwomen,1,3.8558611111111114,59.2,0,2.97,4
2017,ADK90,Canoe,oc2rec,1,3.8561111111111113,56.9,0,4,2
2013,ADK90,Canoe,open,NA,3.8566666666666665,59.8,0.185,3.56,6
2017,ADK90,Canoe,open,NA,3.8575,56.9,0,4,6
2013,ADK90,Canoe,open,NA,3.8580555555555556,59.8,0.185,3.56,6
2013,ADK90,Canoe,oc4,13,3.8583333333333334,59.8,0.185,3.56,4
2008,ADK90,Canoe,oc2rec,2,3.8583333333333334,63.5,0.268,3.46,2
2010,ADK90,Kayak,k1tour,3,3.859722222222222,63.4,0,3.19,1
2017,ADK90,Canoe,open,NA,3.86,56.9,0,4,6
2011,ADK90,Canoe,oc2stockmixveteran,2,3.8605555555555555,61.2,0,4.36,2
2012,ADK90,Canoe,oc1stock,1,3.8605555555555555,60.8,0.02,3.05,1
2009,ADK90,Kayak,k2mix,3,3.8605555555555555,63.8,0.028,3.28,2
2025,ADK90,Kayak,k1open,2,3.8608333333333333,59.2,0,2.97,1
2023,ADK90,Canoe,oc4stockmix,10,3.861111111111111,64.2,0.421,4.17,4
2021,ADK90,Canoe,oc2stock,2,3.861111111111111,68.4,0.028,3.04,2
2025,ADK90,Canoe,oc2stockmaster,2,3.861111111111111,59.2,0,2.97,2
2023,ADK90,Canoe,oc4stock,5,3.861138888888889,64.2,0.421,4.17,4
2021,ADK90,Kayak,k2veteran,1,3.861666666666667,68.4,0.028,3.04,2
2010,ADK90,Canoe,oc4,8,3.8619444444444446,63.4,0,3.19,4
2025,ADK90,Kayak,k1sportmaster,3,3.8620555555555556,59.2,0,2.97,1
2015,ADK90,Canoe,open,NA,3.8625,64.2,1.535,3.45,6
2018,ADK90,Canoe,oc2stockmaster,1,3.8625,54.4,0,3.2,2
2013,ADK90,Canoe,oc2stockveteran,2,3.863611111111111,59.8,0.185,3.56,2
2014,ADK90,Canoe,oc2stockmaster,5,3.8641666666666667,65,0,2.97,2
2023,ADK90,Canoe,oc2stock,5,3.8657500000000002,64.2,0.421,4.17,2
2011,ADK90,Canoe,open,NA,3.8658333333333332,61.2,0,4.36,6
2014,ADK90,Canoe,oc2stockwomen,2,3.8666666666666667,65,0,2.97,2
2010,ADK90,Canoe,oc2stock,1,3.8666666666666667,63.4,0,3.19,2
2012,ADK90,Kayak,k2women,2,3.8669444444444445,60.8,0.02,3.05,2
2009,ADK90,Canoe,open,NA,3.8672222222222223,63.8,0.028,3.28,6
2018,ADK90,Canoe,oc2stock,1,3.8672222222222223,54.4,0,3.2,2
2025,ADK90,Kayak,k2mixmaster,1,3.8675277777777777,59.2,0,2.97,2
2018,ADK90,Canoe,open,NA,3.8680555555555554,54.4,0,3.2,6
2009,ADK90,Kayak,k1tourveteran,3,3.868611111111111,63.8,0.028,3.28,1
2012,ADK90,Canoe,open,NA,3.868611111111111,60.8,0.02,3.05,6
2025,ADK90,Kayak,k1sport,1,3.8691944444444446,59.2,0,2.97,1
2008,ADK90,Guideboat,g2,4,3.8694444444444445,63.5,0.268,3.46,2
2018,ADK90,Canoe,open,NA,3.8713888888888888,54.4,0,3.2,6
2017,ADK90,Canoe,oc2stockwomen,1,3.8738888888888887,56.9,0,4,2
2019,ADK90,Canoe,oc2stockmaster,2,3.8741666666666665,59,0.02,3.67,2
2025,ADK90,Canoe,oc4stockmix,10,3.8743055555555554,59.2,0,2.97,4
2023,ADK90,Canoe,oc2stock,4,3.8745833333333333,64.2,0.421,4.17,2
2011,ADK90,Canoe,oc2rec,2,3.874722222222222,61.2,0,4.36,2
2014,ADK90,Canoe,oc2stockmaster,6,3.8755555555555556,65,0,2.97,2
2023,ADK90,Canoe,oc4stock,11,3.8760555555555554,64.2,0.421,4.17,4
2011,ADK90,Canoe,oc2stockveteran,8,3.8761111111111113,61.2,0,4.36,2
2015,ADK90,Kayak,k1unlimited,1,3.876388888888889,64.2,1.535,3.45,1
2015,ADK90,Kayak,k1unlimited,2,3.876388888888889,64.2,1.535,3.45,1
2010,ADK90,Canoe,oc1am,1,3.876388888888889,63.4,0,3.19,1
2008,ADK90,Kayak,k1women,5,3.8775,63.5,0.268,3.46,1
2009,ADK90,Canoe,open,NA,3.8780555555555556,63.8,0.028,3.28,6
2025,ADK90,Canoe,oc3stockmix,2,3.8783055555555555,59.2,0,2.97,3
2010,ADK90,Kayak,k2mix,1,3.8786111111111112,63.4,0,3.19,2
2017,ADK90,Guideboat,g1,1,3.8786111111111112,56.9,0,4,1
2013,ADK90,Canoe,open,NA,3.879722222222222,59.8,0.185,3.56,6
2010,ADK90,Canoe,open,NA,3.879722222222222,63.4,0,3.19,6
2011,ADK90,Canoe,open,NA,3.88,61.2,0,4.36,6
2019,ADK90,Canoe,oc4stock,4,3.8805555555555555,59,0.02,3.67,4
2022,ADK90,Canoe,oc2,1,3.8809444444444443,70.5,0,3.32,2
2025,ADK90,Canoe,oc3stockmix,3,3.881555555555556,59.2,0,2.97,3
2025,ADK90,Canoe,oc4open,5,3.8819166666666667,59.2,0,2.97,4
2019,ADK90,Canoe,oc2stockmaster,3,3.8819444444444446,59,0.02,3.67,2
2008,ADK90,Canoe,oc2stock,8,3.882222222222222,63.5,0.268,3.46,2
2018,ADK90,Canoe,oc2stock,2,3.883611111111111,54.4,0,3.2,2
2023,ADK90,Canoe,oc4stock,8,3.883861111111111,64.2,0.421,4.17,4
2008,ADK90,Kayak,k1tour,6,3.8844444444444446,63.5,0.268,3.46,1
2015,ADK90,Voyageur,voyageur,5,3.885,64.2,1.535,3.45,6
2013,ADK90,Canoe,oc2stockwomenmaster,1,3.8855555555555554,59.8,0.185,3.56,2
2008,ADK90,Canoe,oc4,8,3.8858333333333333,63.5,0.268,3.46,4
2010,ADK90,Canoe,oc2stockveteran,1,3.8866666666666667,63.4,0,3.19,2
2011,ADK90,Canoe,oc2stock,7,3.8872222222222224,61.2,0,4.36,2
2013,ADK90,Canoe,oc2stock,4,3.8875,59.8,0.185,3.56,2
2025,ADK90,Canoe,oc4stockmix,9,3.887777777777778,59.2,0,2.97,4
2017,ADK90,Canoe,open,NA,3.8894444444444445,56.9,0,4,6
2011,ADK90,Canoe,open,NA,3.8897222222222223,61.2,0,4.36,6
2022,ADK90,Canoe,oc2stockmaster,5,3.8904722222222223,70.5,0,3.32,2
2011,ADK90,Canoe,oc2rec,3,3.890833333333333,61.2,0,4.36,2
2014,ADK90,Voyageur,voyageur,4,3.8916666666666666,65,0,2.97,6
2008,ADK90,Canoe,open,NA,3.8919444444444444,63.5,0.268,3.46,6
2012,ADK90,Canoe,oc4mix,13,3.8922222222222222,60.8,0.02,3.05,4
2008,ADK90,Canoe,oc2am,6,3.892777777777778,63.5,0.268,3.46,2
2018,ADK90,Canoe,oc2am,1,3.8933333333333335,54.4,0,3.2,2
2014,ADK90,Canoe,oc2stockmix,5,3.8938888888888887,65,0,2.97,2
2011,ADK90,Canoe,open,NA,3.8938888888888887,61.2,0,4.36,6
2015,ADK90,Canoe,oc2rec,2,3.8941666666666666,64.2,1.535,3.45,2
2014,ADK90,Canoe,open,NA,3.8955555555555557,65,0,2.97,6
2012,ADK90,Canoe,open,NA,3.8961111111111113,60.8,0.02,3.05,6
2023,ADK90,Canoe,oc4stock,9,3.896611111111111,64.2,0.421,4.17,4
2021,ADK90,Canoe,oc4stockwomenmaster,3,3.8966666666666665,68.4,0.028,3.04,4
2023,ADK90,Canoe,oc2stockmaster,3,3.89725,64.2,0.421,4.17,2
2015,ADK90,Canoe,open,NA,3.8975,64.2,1.535,3.45,6
2021,ADK90,Canoe,oc2stockmaster,1,3.898888888888889,68.4,0.028,3.04,2
2014,ADK90,Canoe,oc2ammix,1,3.8994444444444443,65,0,2.97,2
2010,ADK90,Canoe,oc2stockmixmaster,1,3.899722222222222,63.4,0,3.19,2
