year,raceId,boatType,classId,place,value,temp,rain,water,n_paddler
2025,ADK90,Canoe,oc4open,4,3.1053055555555558,59.2,0,2.97,4
2019,ADK90,Canoe,oc4open,3,3.107222222222222,59,0.02,3.67,4
2011,ADK90,Canoe,oc4open,3,3.111666666666667,61.2,0,4.36,4
2022,ADK90,Voyageur,voyageur,1,3.1149166666666668,70.5,0,3.32,6
2013,ADK90,Canoe,oc4mix,6,3.115,59.8,0.185,3.56,4
2013,ADK90,Canoe,oc4open,6,3.1158333333333332,59.8,0.185,3.56,4
2025,ADK90,Kayak,k1open,1,3.1173611111111112,59.2,0,2.97,1
2013,ADK90,Canoe,oc4mix,4,3.1180555555555554,59.8,0.185,3.56,4
2017,ADK90,Canoe,oc4open,3,3.118333333333333,56.9,0,4,4
2015,ADK90,Canoe,oc4open,3,3.1191666666666666,64.2,1.535,3.45,4
2022,ADK90,Canoe,oc4,4,3.1195833333333334,70.5,0,3.32,4
2012,ADK90,Canoe,oc4,1,3.120833333333333,60.8,0.02,3.05,4
2019,ADK90,Kayak,k1unlimited,2,3.1266666666666665,59,0.02,3.67,1
2025,ADK90,Canoe,oc4openmix,2,3.127416666666667,59.2,0,2.97,4
2022,ADK90,Kayak,k1unlimitedmaster,1,3.1310000000000002,70.5,0,3.32,1
2014,ADK90,Canoe,oc4,1,3.1327777777777777,65,0,2.97,4
2014,ADK90,Canoe,oc4women,1,3.1330555555555555,65,0,2.97,4
2017,ADK90,Kayak,k2,2,3.1333333333333333,56.9,0,4,2
2012,ADK90,Canoe,oc4open,4,3.1405555555555558,60.8,0.02,3.05,4
2012,ADK90,Canoe,oc4mix,1,3.141111111111111,60.8,0.02,3.05,4
2012,ADK90,Canoe,oc4open,5,3.1438888888888887,60.8,0.02,3.05,4
2015,ADK90,Voyageur,voyageur,1,3.1441666666666666,64.2,1.535,3.45,6
2010,ADK90,Voyageur,voyageur,1,3.1463888888888887,63.4,0,3.19,6
2012,ADK90,Kayak,k2,2,3.1552777777777776,60.8,0.02,3.05,2
2014,ADK90,Voyageur,voyageur,2,3.1580555555555554,65,0,2.97,6
2008,ADK90,Voyageur,voyageur,4,3.160833333333333,63.5,0.268,3.46,6
2012,ADK90,Canoe,oc4open,3,3.161388888888889,60.8,0.02,3.05,4
2025,ADK90,Canoe,oc4openmix,3,3.1616388888888887,59.2,0,2.97,4
2011,ADK90,Canoe,oc4,2,3.1633333333333336,61.2,0,4.36,4
2018,ADK90,Canoe,oc4open,1,3.163611111111111,54.4,0,3.2,4
2009,ADK90,Canoe,oc4,1,3.1641666666666666,63.8,0.028,3.28,4
2023,ADK90,Canoe,oc4mix,4,3.164805555555555,64.2,0.421,4.17,4
2012,ADK90,Canoe,oc4mix,2,3.1663888888888887,60.8,0.02,3.05,4
2014,ADK90,Canoe,oc4,2,3.167222222222222,65,0,2.97,4
2013,ADK90,Canoe,oc4mix,5,3.1708333333333334,59.8,0.185,3.56,4
2008,ADK90,Canoe,oc4mix,1,3.181111111111111,63.5,0.268,3.46,4
2011,ADK90,Canoe,oc4,3,3.182777777777778,61.2,0,4.36,4
2009,ADK90,Canoe,oc2ammaster,1,3.187222222222222,63.8,0.028,3.28,2
2009,ADK90,Canoe,oc2am,1,3.1880555555555556,63.8,0.028,3.28,2
2015,ADK90,Canoe,oc4mix,1,3.1886111111111113,64.2,1.535,3.45,4
2022,ADK90,Canoe,oc4,6,3.1892222222222224,70.5,0,3.32,4
2022,ADK90,Canoe,oc4,5,3.1906944444444445,70.5,0,3.32,4
2011,ADK90,Canoe,oc4mix,4,3.1908333333333334,61.2,0,4.36,4
2009,ADK90,Canoe,oc4mix,2,3.1911111111111112,63.8,0.028,3.28,4
2011,ADK90,Canoe,oc4mix,1,3.1911111111111112,61.2,0,4.36,4
2017,ADK90,Canoe,oc4,2,3.1911111111111112,56.9,0,4,4
2017,ADK90,Canoe,oc4open,4,3.1919444444444443,56.9,0,4,4
2021,ADK90,Canoe,oc4,3,3.194166666666667,68.4,0.028,3.04,4
2013,ADK90,Canoe,oc4,2,3.1952777777777777,59.8,0.185,3.56,4
2019,ADK90,Canoe,oc4stockmix,1,3.1977777777777776,59,0.02,3.67,4
2008,ADK90,Voyageur,voyageur,3,3.2005555555555554,63.5,0.268,3.46,6
2008,ADK90,Canoe,oc2am,1,3.2025,63.5,0.268,3.46,2
2013,ADK90,Canoe,oc4,1,3.202777777777778,59.8,0.185,3.56,4
2008,ADK90,Canoe,oc2am,2,3.2044444444444444,63.5,0.268,3.46,2
2009,ADK90,Canoe,oc4mix,3,3.2083333333333335,63.8,0.028,3.28,4
2018,ADK90,Canoe,oc4open,2,3.210277777777778,54.4,0,3.2,4
2009,ADK90,Kayak,k2,1,3.2144444444444447,63.8,0.028,3.28,2
2012,ADK90,Canoe,oc4mix,3,3.2247222222222223,60.8,0.02,3.05,4
2008,ADK90,Canoe,oc4,2,3.2275,63.5,0.268,3.46,4
2013,ADK90,Canoe,oc4mix,7,3.2294444444444443,59.8,0.185,3.56,4
2023,ADK90,Canoe,oc4,2,3.2296666666666667,64.2,0.421,4.17,4
2019,ADK90,Canoe,oc4stockmix,2,3.2325,59,0.02,3.67,4
2014,ADK90,Canoe,oc4open,4,3.233611111111111,65,0,2.97,4
2011,ADK90,Canoe,oc4mix,7,3.235,61.2,0,4.36,4
2009,ADK90,Canoe,oc4mix,1,3.2352777777777777,63.8,0.028,3.28,4
2011,ADK90,Canoe,oc4mix,5,3.2375,61.2,0,4.36,4
2011,ADK90,Canoe,oc4mix,2,3.24,61.2,0,4.36,4
2017,ADK90,Canoe,oc4,3,3.242777777777778,56.9,0,4,4
2023,ADK90,Canoe,oc4mix,5,3.2485,64.2,0.421,4.17,4
2021,ADK90,Canoe,oc4stockmixmaster,1,3.2511111111111113,68.4,0.028,3.04,4
2014,ADK90,Kayak,k2mix,1,3.251388888888889,65,0,2.97,2
2017,ADK90,Kayak,k2mix,1,3.2533333333333334,56.9,0,4,2
2019,ADK90,Kayak,k2,1,3.255,59,0.02,3.67,2
2021,ADK90,Canoe,oc4stock,1,3.2555555555555555,68.4,0.028,3.04,4
2008,ADK90,Canoe,oc4,1,3.256111111111111,63.5,0.268,3.46,4
2012,ADK90,Canoe,oc4mix,4,3.2577777777777777,60.8,0.02,3.05,4
2011,ADK90,Canoe,oc4open,4,3.2580555555555555,61.2,0,4.36,4
2011,ADK90,Canoe,oc4mix,3,3.261388888888889,61.2,0,4.36,4
2022,ADK90,Canoe,oc4stock,1,3.2618055555555556,70.5,0,3.32,4
2019,ADK90,Canoe,oc4stockmix,3,3.2622222222222224,59,0.02,3.67,4
2008,ADK90,Kayak,k2,1,3.265277777777778,63.5,0.268,3.46,2
2017,ADK90,Canoe,oc4,5,3.265277777777778,56.9,0,4,4
2014,ADK90,Canoe,oc4,3,3.2655555555555558,65,0,2.97,4
2012,ADK90,Kayak,k1tour,1,3.2669444444444444,60.8,0.02,3.05,1
2013,ADK90,Canoe,oc4mix,8,3.267777777777778,59.8,0.185,3.56,4
2011,ADK90,Canoe,oc4mix,6,3.2688888888888887,61.2,0,4.36,4
2012,ADK90,Canoe,oc4mix,5,3.2713888888888887,60.8,0.02,3.05,4
2010,ADK90,Canoe,oc4mix,1,3.272222222222222,63.4,0,3.19,4
2012,ADK90,Canoe,oc4,2,3.272222222222222,60.8,0.02,3.05,4
2019,ADK90,Canoe,oc4open,4,3.2741666666666664,59,0.02,3.67,4
2023,ADK90,Canoe,oc4stock,2,3.2743055555555554,64.2,0.421,4.17,4
2008,ADK90,Canoe,oc2ammaster,1,3.2755555555555556,63.5,0.268,3.46,2
2018,ADK90,Canoe,oc4open,3,3.277222222222222,54.4,0,3.2,4
2023,ADK90,Canoe,oc4stockmix,1,3.2800833333333332,64.2,0.421,4.17,4
2008,ADK90,Kayak,k1unlimited,2,3.281111111111111,63.5,0.268,3.46,1
2022,ADK90,Canoe,oc4stockmix,1,3.2819166666666666,70.5,0,3.32,4
2008,ADK90,Kayak,k1tourveteran,1,3.283888888888889,63.5,0.268,3.46,1
2013,ADK90,Canoe,oc4,5,3.285833333333333,59.8,0.185,3.56,4
2015,ADK90,Canoe,oc4mix,2,3.286111111111111,64.2,1.535,3.45,4
2015,ADK90,Canoe,oc4open,4,3.286111111111111,64.2,1.535,3.45,4
2021,ADK90,Canoe,oc4stock,2,3.2866666666666666,68.4,0.028,3.04,4
2017,ADK90,Canoe,oc4mix,1,3.29,56.9,0,4,4
2011,ADK90,Canoe,oc2ammix,1,3.2908333333333335,61.2,0,4.36,2
2011,ADK90,Kayak,k2,2,3.2933333333333334,61.2,0,4.36,2
2011,ADK90,Kayak,k2,1,3.2944444444444443,61.2,0,4.36,2
2009,ADK90,Canoe,oc2ammaster,2,3.2977777777777777,63.8,0.028,3.28,2
2015,ADK90,Canoe,oc4mix,3,3.2980555555555555,64.2,1.535,3.45,4
2009,ADK90,Canoe,oc4,2,3.2980555555555555,63.8,0.028,3.28,4
2017,ADK90,Canoe,oc2amwomen,1,3.2994444444444446,56.9,0,4,2
2017,ADK90,Canoe,oc2ammix,1,3.3,56.9,0,4,2
2017,ADK90,Canoe,oc4,4,3.3005555555555555,56.9,0,4,4
2023,ADK90,Canoe,oc4stock,1,3.3007777777777774,64.2,0.421,4.17,4
2018,ADK90,Canoe,oc4stock,1,3.3019444444444446,54.4,0,3.2,4
2008,ADK90,Canoe,oc2ammaster,3,3.3019444444444446,63.5,0.268,3.46,2
2008,ADK90,Canoe,oc2ammaster,2,3.3025,63.5,0.268,3.46,2
2017,ADK90,Canoe,oc4mix,3,3.3030555555555554,56.9,0,4,4
2015,ADK90,Voyageur,voyageur,2,3.303611111111111,64.2,1.535,3.45,6
2019,ADK90,Kayak,k1tourmaster,1,3.306111111111111,59,0.02,3.67,1
2012,ADK90,Canoe,oc4open,6,3.307777777777778,60.8,0.02,3.05,4
2010,ADK90,Canoe,open,NA,3.3088888888888888,63.4,0,3.19,6
2019,ADK90,Kayak,k1unlimited,3,3.3113888888888887,59,0.02,3.67,1
2017,ADK90,Canoe,oc4,6,3.313888888888889,56.9,0,4,4
2013,ADK90,Canoe,oc4,3,3.3155555555555556,59.8,0.185,3.56,4
2013,ADK90,Kayak,k1unlimited,1,3.3155555555555556,59.8,0.185,3.56,1
2018,ADK90,Canoe,oc4open,4,3.317222222222222,54.4,0,3.2,4
2008,ADK90,Kayak,k2,2,3.318611111111111,63.5,0.268,3.46,2
2008,ADK90,Kayak,k1unlimited,3,3.3194444444444446,63.5,0.268,3.46,1
2011,ADK90,Canoe,oc2am,1,3.3202777777777777,61.2,0,4.36,2
2014,ADK90,Canoe,oc4mix,1,3.3205555555555555,65,0,2.97,4
2014,ADK90,Canoe,oc4mix,2,3.3208333333333333,65,0,2.97,4
2014,ADK90,Canoe,oc4mix,3,3.321388888888889,65,0,2.97,4
2012,ADK90,Kayak,k1unlimited,1,3.3225,60.8,0.02,3.05,1
2013,ADK90,Kayak,k2mix,2,3.3233333333333333,59.8,0.185,3.56,2
2009,ADK90,Canoe,oc2am,2,3.3241666666666667,63.8,0.028,3.28,2
2008,ADK90,Canoe,oc2am,3,3.325277777777778,63.5,0.268,3.46,2
2022,ADK90,Canoe,oc4,8,3.3268333333333335,70.5,0,3.32,4
2022,ADK90,Kayak,k1unlimitedveteran,1,3.327722222222222,70.5,0,3.32,1
2017,ADK90,Canoe,oc4mix,2,3.328333333333333,56.9,0,4,4
2009,ADK90,Kayak,k2,2,3.3344444444444443,63.8,0.028,3.28,2
2011,ADK90,Canoe,open,NA,3.334722222222222,61.2,0,4.36,6
2021,ADK90,Canoe,oc4stockmixmaster,2,3.3361111111111112,68.4,0.028,3.04,4
2022,ADK90,Canoe,oc4,7,3.3365,70.5,0,3.32,4
2010,ADK90,Voyageur,voyageur,2,3.338611111111111,63.4,0,3.19,6
2019,ADK90,Canoe,oc4stock,1,3.3405555555555555,59,0.02,3.67,4
2011,ADK90,Canoe,oc4mix,9,3.3408333333333333,61.2,0,4.36,4
2008,ADK90,Canoe,voyageuropen,1,3.3408333333333333,63.5,0.268,3.46,6
2013,ADK90,Canoe,oc4,7,3.341388888888889,59.8,0.185,3.56,4
2009,ADK90,Canoe,oc2stock,1,3.341388888888889,63.8,0.028,3.28,2
2019,ADK90,Canoe,oc4stock,2,3.343888888888889,59,0.02,3.67,4
2025,ADK90,Canoe,oc4stockmix,1,3.345527777777778,59.2,0,2.97,4
2017,ADK90,Kayak,k1tourveteran,1,3.345833333333333,56.9,0,4,1
2022,ADK90,Canoe,oc4stockmix,2,3.3466388888888887,70.5,0,3.32,4
2017,ADK90,Canoe,oc4mix,6,3.3494444444444444,56.9,0,4,4
2013,ADK90,Canoe,oc4,6,3.3505555555555557,59.8,0.185,3.56,4
2008,ADK90,Voyageur,voyageur,5,3.351111111111111,63.5,0.268,3.46,6
2010,ADK90,Canoe,oc4,1,3.3513888888888888,63.4,0,3.19,4
2013,ADK90,Kayak,k2mix,1,3.354722222222222,59.8,0.185,3.56,2
2009,ADK90,Canoe,oc4,3,3.3605555555555555,63.8,0.028,3.28,4
2012,ADK90,Kayak,k2,1,3.361388888888889,60.8,0.02,3.05,2
2011,ADK90,Voyageur,voyageur,4,3.3627777777777776,61.2,0,4.36,6
2018,ADK90,Canoe,oc4stockmix,1,3.3666666666666667,54.4,0,3.2,4
2009,ADK90,Canoe,oc4,4,3.3672222222222223,63.8,0.028,3.28,4
2025,ADK90,Canoe,oc4stock,1,3.3691666666666666,59.2,0,2.97,4
2011,ADK90,Canoe,oc2am,2,3.37,61.2,0,4.36,2
2010,ADK90,Canoe,oc4,2,3.3716666666666666,63.4,0,3.19,4
2008,ADK90,Canoe,oc4,3,3.375,63.5,0.268,3.46,4
2011,ADK90,Canoe,oc4mix,8,3.379722222222222,61.2,0,4.36,4
2010,ADK90,Voyageur,voyageur,3,3.379722222222222,63.4,0,3.19,6
2013,ADK90,Canoe,oc4mix,10,3.3805555555555555,59.8,0.185,3.56,4
2008,ADK90,Canoe,oc4mix,2,3.381111111111111,63.5,0.268,3.46,4
2019,ADK90,Kayak,k1tourmaster,3,3.382222222222222,59,0.02,3.67,1
2011,ADK90,Canoe,oc2am,3,3.383611111111111,61.2,0,4.36,2
2012,ADK90,Kayak,k1tour,2,3.3841666666666668,60.8,0.02,3.05,1
2019,ADK90,Kayak,k1tourmaster,2,3.3916666666666666,59,0.02,3.67,1
2023,ADK90,Canoe,oc4stock,3,3.3920000000000003,64.2,0.421,4.17,4
2012,ADK90,Canoe,oc2ammix,1,3.3922222222222222,60.8,0.02,3.05,2
2008,ADK90,Canoe,oc2ammixmaster,1,3.3925,63.5,0.268,3.46,2
2012,ADK90,Voyageur,voyageur,3,3.3930555555555557,60.8,0.02,3.05,6
2009,ADK90,Kayak,k1tourveteran,1,3.3933333333333335,63.8,0.028,3.28,1
2012,ADK90,Canoe,oc4mix,6,3.394722222222222,60.8,0.02,3.05,4
2013,ADK90,Canoe,oc4mix,9,3.394722222222222,59.8,0.185,3.56,4
2011,ADK90,Canoe,open,NA,3.3966666666666665,61.2,0,4.36,6
2022,ADK90,Canoe,oc4stock,2,3.397444444444444,70.5,0,3.32,4
2010,ADK90,Kayak,k2master,1,3.397777777777778,63.4,0,3.19,2
2008,ADK90,Canoe,oc2stockmaster,1,3.3986111111111112,63.5,0.268,3.46,2
2023,ADK90,Canoe,oc4stockmix,2,3.4045,64.2,0.421,4.17,4
2013,ADK90,Kayak,k1tour,1,3.405,59.8,0.185,3.56,1
2023,ADK90,Canoe,oc4stockgoldnc,1,3.4055833333333334,64.2,0.421,4.17,4
2017,ADK90,Canoe,oc4mix,4,3.4080555555555554,56.9,0,4,4
2017,ADK90,Kayak,k1tour,1,3.411388888888889,56.9,0,4,1
2014,ADK90,Canoe,oc4,4,3.4130555555555557,65,0,2.97,4
2008,ADK90,Kayak,k2,3,3.4163888888888887,63.5,0.268,3.46,2
2017,ADK90,Canoe,oc4mix,5,3.417222222222222,56.9,0,4,4
2008,ADK90,Canoe,oc2stockmaster,2,3.4180555555555556,63.5,0.268,3.46,2
2008,ADK90,Canoe,oc2stock,1,3.4183333333333334,63.5,0.268,3.46,2
2025,ADK90,Canoe,oc4stockmix,2,3.4185555555555553,59.2,0,2.97,4
2010,ADK90,Canoe,oc4,3,3.4205555555555556,63.4,0,3.19,4
2009,ADK90,Canoe,oc2ammix,1,3.4205555555555556,63.8,0.028,3.28,2
2019,ADK90,Kayak,k2,2,3.421388888888889,59,0.02,3.67,2
2015,ADK90,Canoe,oc4mix,4,3.4266666666666667,64.2,1.535,3.45,4
2018,ADK90,Kayak,k2,1,3.4272222222222224,54.4,0,3.2,2
2025,ADK90,Canoe,oc2openexhibmix,1,3.4280555555555554,59.2,0,2.97,2
2021,ADK90,Canoe,oc4stock,3,3.428888888888889,68.4,0.028,3.04,4
2023,ADK90,Kayak,k2,2,3.4295,64.2,0.421,4.17,2
2011,ADK90,Canoe,open,NA,3.4316666666666666,61.2,0,4.36,6
2012,ADK90,Canoe,oc4mix,7,3.4319444444444445,60.8,0.02,3.05,4
2008,ADK90,Canoe,oc4mix,3,3.432777777777778,63.5,0.268,3.46,4
2014,ADK90,Canoe,oc4mix,8,3.4330555555555557,65,0,2.97,4
2014,ADK90,Kayak,k1tourmaster,1,3.433333333333333,65,0,2.97,1
2014,ADK90,Canoe,oc4mix,4,3.437222222222222,65,0,2.97,4
2013,ADK90,Canoe,oc4,8,3.4375,59.8,0.185,3.56,4
2014,ADK90,Canoe,oc4,5,3.4380555555555556,65,0,2.97,4
2022,ADK90,Canoe,oc4stockmix,3,3.44125,70.5,0,3.32,4
2013,ADK90,Canoe,oc2stock,1,3.443611111111111,59.8,0.185,3.56,2
2012,ADK90,Canoe,oc4mix,8,3.4483333333333333,60.8,0.02,3.05,4
2008,ADK90,Canoe,oc2ammixmaster,2,3.4497222222222224,63.5,0.268,3.46,2
2023,ADK90,Canoe,oc4mix,6,3.4515277777777778,64.2,0.421,4.17,4
2008,ADK90,Kayak,k1tour,1,3.4525,63.5,0.268,3.46,1
2014,ADK90,Canoe,oc4mix,5,3.453333333333333,65,0,2.97,4
2015,ADK90,Canoe,oc4,2,3.453611111111111,64.2,1.535,3.45,4
2008,ADK90,Kayak,k1women,2,3.4541666666666666,63.5,0.268,3.46,1
2008,ADK90,Canoe,oc2family,1,3.455,63.5,0.268,3.46,2
2009,ADK90,Canoe,oc4mix,4,3.4563888888888887,63.8,0.028,3.28,4
2009,ADK90,Kayak,k1unlimted,1,3.4563888888888887,63.8,0.028,3.28,1
2008,ADK90,Kayak,k1tourveteran,2,3.457222222222222,63.5,0.268,3.46,1
2014,ADK90,Canoe,oc2stockmix,1,3.457777777777778,65,0,2.97,2
2009,ADK90,Canoe,oc4,7,3.46,63.8,0.028,3.28,4
2009,ADK90,Canoe,oc2ammix,2,3.460277777777778,63.8,0.028,3.28,2
2023,ADK90,Canoe,oc4stockmix,3,3.461333333333333,64.2,0.421,4.17,4
2017,ADK90,Canoe,oc4mix,7,3.4627777777777777,56.9,0,4,4
2008,ADK90,Canoe,oc4mix,4,3.463611111111111,63.5,0.268,3.46,4
2009,ADK90,Canoe,oc4,5,3.463611111111111,63.8,0.028,3.28,4
2008,ADK90,Canoe,oc4mix,5,3.464166666666667,63.5,0.268,3.46,4
2021,ADK90,Canoe,oc4stockmaster,1,3.4655555555555555,68.4,0.028,3.04,4
2015,ADK90,Kayak,k1tourmaster,1,3.466388888888889,64.2,1.535,3.45,1
2021,ADK90,Canoe,oc4stockmaster,2,3.466666666666667,68.4,0.028,3.04,4
2011,ADK90,Kayak,k1tour,1,3.4677777777777776,61.2,0,4.36,1
2012,ADK90,Canoe,oc2stockmaster,1,3.4680555555555554,60.8,0.02,3.05,2
2009,ADK90,Voyageur,voyageur,4,3.4705555555555554,63.8,0.028,3.28,6
2009,ADK90,Voyageur,voyageur,5,3.4705555555555554,63.8,0.028,3.28,6
2017,ADK90,Canoe,oc1rec,1,3.471388888888889,56.9,0,4,1
2010,ADK90,Canoe,oc4mix,2,3.4716666666666667,63.4,0,3.19,4
2017,ADK90,Canoe,oc1recmaster,1,3.4716666666666667,56.9,0,4,1
2012,ADK90,Canoe,oc2amwomen,1,3.4719444444444445,60.8,0.02,3.05,2
2017,ADK90,Canoe,open,NA,3.4766666666666666,56.9,0,4,6
2011,ADK90,Canoe,oc4,4,3.4766666666666666,61.2,0,4.36,4
2008,ADK90,Kayak,k1tour,2,3.4775,63.5,0.268,3.46,1
2012,ADK90,Canoe,oc4,3,3.4775,60.8,0.02,3.05,4
2015,ADK90,Canoe,oc4mix,8,3.4780555555555557,64.2,1.535,3.45,4
2014,ADK90,Canoe,oc4mix,6,3.4808333333333334,65,0,2.97,4
2009,ADK90,Canoe,oc2stockwomen,1,3.481388888888889,63.8,0.028,3.28,2
2008,ADK90,Canoe,oc2ammixmaster,3,3.4827777777777778,63.5,0.268,3.46,2
2011,ADK90,Canoe,oc1rec,1,3.4844444444444442,61.2,0,4.36,1
2009,ADK90,Canoe,open,NA,3.486111111111111,63.8,0.028,3.28,6
2025,ADK90,Canoe,oc4stockmixmaster,1,3.4882500000000003,59.2,0,2.97,4
2008,ADK90,Canoe,oc2stockmaster,3,3.4891666666666667,63.5,0.268,3.46,2
2012,ADK90,Kayak,k2mix,1,3.4905555555555554,60.8,0.02,3.05,2
2008,ADK90,Voyageur,voyageur,6,3.4919444444444445,63.5,0.268,3.46,6
2023,ADK90,Canoe,oc4stockmix,4,3.493583333333333,64.2,0.421,4.17,4
2010,ADK90,Voyageur,voyageur,4,3.493888888888889,63.4,0,3.19,6
2017,ADK90,Canoe,oc2ammix,2,3.4955555555555557,56.9,0,4,2
2013,ADK90,Canoe,oc4,4,3.497777777777778,59.8,0.185,3.56,4
2011,ADK90,Canoe,open,NA,3.4983333333333335,61.2,0,4.36,6
2011,ADK90,Canoe,oc4,5,3.5,61.2,0,4.36,4
2012,ADK90,Canoe,open,NA,3.5005555555555556,60.8,0.02,3.05,6
2009,ADK90,Kayak,k2mix,1,3.5011111111111113,63.8,0.028,3.28,2
2021,ADK90,Canoe,oc4mix,2,3.501388888888889,68.4,0.028,3.04,4
2011,ADK90,Canoe,open,NA,3.5033333333333334,61.2,0,4.36,6
2008,ADK90,Canoe,oc4mix,6,3.503888888888889,63.5,0.268,3.46,4
2023,ADK90,Kayak,k1master,1,3.504472222222222,64.2,0.421,4.17,1
2023,ADK90,Kayak,k1unlimited,2,3.504472222222222,64.2,0.421,4.17,1
2009,ADK90,Canoe,oc2stockmix,1,3.505,63.8,0.028,3.28,2
2008,ADK90,Kayak,k1women,3,3.5058333333333334,63.5,0.268,3.46,1
2012,ADK90,Kayak,k1unlimited,2,3.506388888888889,60.8,0.02,3.05,1
