year,raceId,boatType,classId,place,value,temp,rain,water,n_paddler
2011,ADK90,Voyageur,voyageur,1,3.830277777777778,62.9,0,7.28,6
2013,ADK90,Canoe,oc4open,1,3.8469444444444445,57.4,0.047,4.6,4
2022,ADK90,Canoe,oc4,1,3.96475,67.5,0,3.91,4
2024,ADK90,Kayak,k2,1,4.012888888888889,59.6,0.768,4.26,2
2022,ADK90,Kayak,k1unlimitedopen,1,4.022944444444445,67.5,0,3.91,1
2014,ADK90,Canoe,oc4open,1,4.048611111111111,68.9,0.067,4.01,4
2017,ADK90,Kayak,k2,1,4.053888888888889,52.8,0.02,5.46,2
2023,ADK90,Canoe,oc4mix,1,4.0608611111111115,65.2,0,5,4
2011,ADK90,Voyageur,voyageur,2,4.0625,62.9,0,7.28,6
2024,ADK90,Canoe,oc4open,1,4.074777777777778,59.6,0.768,4.26,4
2019,ADK90,Kayak,k1unlimited,1,4.075555555555556,59.3,0.008,4.97,1
2024,ADK90,Canoe,oc4openmix,1,4.0778888888888885,59.6,0.768,4.26,4
2021,ADK90,Kayak,k4,1,4.108888888888889,60,0,5.13,4
2008,ADK90,Voyageur,voyageur,1,4.115,70.2,0.323,4.58,6
2013,ADK90,Canoe,oc4open,2,4.116388888888889,57.4,0.047,4.6,4
2022,ADK90,Canoe,oc4,2,4.120611111111112,67.5,0,3.91,4
2016,ADK90,Kayak,k2,1,4.121111111111111,69.6,0.004,3.19,2
2017,ADK90,Canoe,oc4open,1,4.124444444444444,52.8,0.02,5.46,4
2011,ADK90,Canoe,oc4open,1,4.128611111111111,62.9,0,7.28,4
2011,ADK90,Canoe,oc4open,2,4.128888888888889,62.9,0,7.28,4
2021,ADK90,Canoe,oc4,1,4.141111111111111,60,0,5.13,4
2021,ADK90,Canoe,oc4,2,4.141111111111111,60,0,5.13,4
2023,ADK90,Kayak,k1unlimited,1,4.148361111111111,65.2,0,5,1
2019,ADK90,Canoe,oc4open,1,4.149444444444445,59.3,0.008,4.97,4
2019,ADK90,Canoe,oc4open,2,4.165,59.3,0.008,4.97,4
2013,ADK90,Canoe,oc4mix,1,4.193333333333333,57.4,0.047,4.6,4
2023,ADK90,Canoe,oc4mix,2,4.193472222222222,65.2,0,5,4
2013,ADK90,Canoe,oc4open,3,4.193888888888889,57.4,0.047,4.6,4
2024,ADK90,Kayak,k1openmaster,1,4.213111111111111,59.6,0.768,4.26,1
2014,ADK90,Canoe,oc4open,2,4.213611111111111,68.9,0.067,4.01,4
2024,ADK90,Canoe,oc4open,3,4.226666666666667,59.6,0.768,4.26,4
2024,ADK90,Canoe,oc4open,2,4.228194444444444,59.6,0.768,4.26,4
2025,ADK90,Kayak,k2,1,4.244777777777778,60.5,0.134,3.08,2
2012,ADK90,Canoe,oc4open,1,4.248055555555555,69.1,0.516,4.29,4
2017,ADK90,Canoe,oc4,1,4.251666666666667,52.8,0.02,5.46,4
2011,ADK90,Voyageur,voyageur,3,4.2619444444444445,62.9,0,7.28,6
2013,ADK90,Canoe,oc4open,4,4.262222222222222,57.4,0.047,4.6,4
2023,ADK90,Canoe,oc4,1,4.264388888888889,65.2,0,5,4
2023,ADK90,Kayak,k2,1,4.264555555555556,65.2,0,5,2
2008,ADK90,Voyageur,voyageur,2,4.266388888888889,70.2,0.323,4.58,6
2014,ADK90,Canoe,oc4open,3,4.2683333333333335,68.9,0.067,4.01,4
2008,ADK90,Kayak,k1unlimited,1,4.2825,70.2,0.323,4.58,1
2017,ADK90,Canoe,oc4open,2,4.282777777777778,52.8,0.02,5.46,4
2025,ADK90,Canoe,oc4open,1,4.290638888888889,60.5,0.134,3.08,4
2012,ADK90,Canoe,oc4open,2,4.291666666666667,69.1,0.516,4.29,4
2013,ADK90,Canoe,oc4mix,3,4.295,57.4,0.047,4.6,4
2013,ADK90,Canoe,oc4mix,2,4.295833333333333,57.4,0.047,4.6,4
2013,ADK90,Canoe,oc4open,5,4.296388888888889,57.4,0.047,4.6,4
2021,ADK90,Canoe,oc4,3,4.2988888888888885,60,0,5.13,4
2010,ADK90,Voyageur,voyageur,1,4.301388888888889,58.4,0,3.89,6
2013,ADK90,Voyageur,voyageur,1,4.305,57.4,0.047,4.6,6
2014,ADK90,Canoe,oc4,1,4.307222222222222,68.9,0.067,4.01,4
2015,ADK90,Canoe,oc4open,1,4.307777777777778,63,0.185,2.75,4
2014,ADK90,Canoe,oc4women,1,4.308055555555556,68.9,0.067,4.01,4
2023,ADK90,Canoe,oc4mix,3,4.310805555555556,65.2,0,5,4
2021,ADK90,Canoe,oc4stockmixmaster,1,4.313611111111111,60,0,5.13,4
2011,ADK90,Canoe,oc4,1,4.315555555555555,62.9,0,7.28,4
2009,ADK90,Voyageur,voyageur,1,4.316944444444444,60,0.185,4.03,6
2024,ADK90,Canoe,oc4openmix,2,4.325194444444445,59.6,0.768,4.26,4
2013,ADK90,Canoe,oc4mix,4,4.3261111111111115,57.4,0.047,4.6,4
2014,ADK90,Voyageur,voyageur,1,4.335277777777778,68.9,0.067,4.01,6
2021,ADK90,Canoe,oc4stock,2,4.348055555555556,60,0,5.13,4
2017,ADK90,Voyageur,voyageur,1,4.356944444444444,52.8,0.02,5.46,6
2011,ADK90,Canoe,oc4,2,4.356944444444444,62.9,0,7.28,4
2014,ADK90,Voyageur,voyageur,2,4.357777777777778,68.9,0.067,4.01,6
2022,ADK90,Canoe,oc4,3,4.359888888888889,67.5,0,3.91,4
2021,ADK90,Canoe,oc4stock,1,4.37,60,0,5.13,4
2010,ADK90,Canoe,open,NA,4.373888888888889,58.4,0,3.89,6
2016,ADK90,Canoe,oc4open,1,4.374444444444444,69.6,0.004,3.19,4
2016,ADK90,Canoe,oc4mix,1,4.375277777777778,69.6,0.004,3.19,4
2019,ADK90,Kayak,k1unlimited,2,4.378888888888889,59.3,0.008,4.97,1
2024,ADK90,Canoe,oc4open,4,4.379361111111112,59.6,0.768,4.26,4
2009,ADK90,Voyageur,voyageur,3,4.384444444444444,60,0.185,4.03,6
2009,ADK90,Voyageur,voyageur,2,4.386666666666667,60,0.185,4.03,6
2016,ADK90,Canoe,oc4open,2,4.398333333333333,69.6,0.004,3.19,4
2022,ADK90,Canoe,oc4,4,4.404,67.5,0,3.91,4
2013,ADK90,Canoe,oc4mix,5,4.405277777777778,57.4,0.047,4.6,4
2012,ADK90,Voyageur,voyageur,1,4.407222222222222,69.1,0.516,4.29,6
2013,ADK90,Canoe,oc4mix,6,4.408055555555555,57.4,0.047,4.6,4
2025,ADK90,Canoe,oc4open,2,4.410083333333333,60.5,0.134,3.08,4
2019,ADK90,Canoe,oc4open,3,4.423333333333333,59.3,0.008,4.97,4
2025,ADK90,Canoe,oc4open,3,4.432388888888889,60.5,0.134,3.08,4
2013,ADK90,Kayak,k1unlimited,1,4.436111111111111,57.4,0.047,4.6,1
2015,ADK90,Canoe,oc4open,2,4.442222222222222,63,0.185,2.75,4
2014,ADK90,Canoe,oc4,2,4.444166666666667,68.9,0.067,4.01,4
2010,ADK90,Canoe,oc4mix,1,4.4475,58.4,0,3.89,4
2017,ADK90,Canoe,oc4open,3,4.449166666666667,52.8,0.02,5.46,4
2011,ADK90,Canoe,oc4mix,1,4.460833333333333,62.9,0,7.28,4
2008,ADK90,Kayak,k1unlimited,2,4.462777777777778,70.2,0.323,4.58,1
2011,ADK90,Kayak,k2,1,4.464166666666666,62.9,0,7.28,2
2018,ADK90,Kayak,k1unlimited,1,4.465,58.7,0,2.76,1
2011,ADK90,Kayak,k2,2,4.466944444444445,62.9,0,7.28,2
2024,ADK90,Canoe,oc4openmix,3,4.472833333333334,59.6,0.768,4.26,4
2011,ADK90,Canoe,oc4,3,4.475555555555555,62.9,0,7.28,4
2016,ADK90,Voyageur,voyageur,1,4.475555555555555,69.6,0.004,3.19,6
2025,ADK90,Canoe,oc4openmix,2,4.479722222222223,60.5,0.134,3.08,4
2025,ADK90,Canoe,oc4openmix,1,4.480138888888889,60.5,0.134,3.08,4
2013,ADK90,Canoe,oc4,1,4.483333333333333,57.4,0.047,4.6,4
2014,ADK90,Kayak,k2mix,1,4.486944444444444,68.9,0.067,4.01,2
2017,ADK90,Voyageur,voyageur,2,4.487777777777778,52.8,0.02,5.46,6
2010,ADK90,Voyageur,voyageur,2,4.495,58.4,0,3.89,6
2010,ADK90,Voyageur,voyageur,3,4.495277777777778,58.4,0,3.89,6
2013,ADK90,Canoe,oc4open,6,4.4975,57.4,0.047,4.6,4
2016,ADK90,Canoe,oc4mix,2,4.498055555555555,69.6,0.004,3.19,4
2008,ADK90,Canoe,oc4mix,1,4.5,70.2,0.323,4.58,4
2023,ADK90,Canoe,oc4mix,4,4.500361111111111,65.2,0,5,4
2010,ADK90,Canoe,oc4,1,4.501388888888889,58.4,0,3.89,4
2012,ADK90,Canoe,oc4,1,4.503888888888889,69.1,0.516,4.29,4
2021,ADK90,Canoe,oc4stockmixmaster,2,4.510555555555555,60,0,5.13,4
2015,ADK90,Canoe,oc4,1,4.515555555555555,63,0.185,2.75,4
2019,ADK90,Canoe,oc4stockmix,1,4.519722222222223,59.3,0.008,4.97,4
2011,ADK90,Canoe,oc4mix,4,4.52,62.9,0,7.28,4
2008,ADK90,Voyageur,voyageur,3,4.521111111111111,70.2,0.323,4.58,6
2013,ADK90,Canoe,oc4mix,7,4.521111111111111,57.4,0.047,4.6,4
2011,ADK90,Canoe,oc2ammix,1,4.524166666666667,62.9,0,7.28,2
2013,ADK90,Canoe,oc4,4,4.5247222222222225,57.4,0.047,4.6,4
2011,ADK90,Canoe,oc4mix,2,4.525833333333333,62.9,0,7.28,4
2022,ADK90,Canoe,oc4,5,4.527333333333333,67.5,0,3.91,4
2025,ADK90,Canoe,oc2openexhibmix,1,4.527666666666667,60.5,0.134,3.08,2
2022,ADK90,Voyageur,voyageur,1,4.52775,67.5,0,3.91,6
2009,ADK90,Canoe,oc2ammaster,1,4.530555555555556,60,0.185,4.03,2
2013,ADK90,Canoe,oc4,3,4.530833333333334,57.4,0.047,4.6,4
2014,ADK90,Canoe,oc4open,4,4.535555555555556,68.9,0.067,4.01,4
2011,ADK90,Canoe,oc4mix,3,4.539722222222222,62.9,0,7.28,4
2016,ADK90,Canoe,oc4open,3,4.540277777777778,69.6,0.004,3.19,4
2009,ADK90,Canoe,oc2am,1,4.5488888888888885,60,0.185,4.03,2
2010,ADK90,Canoe,oc4,2,4.5488888888888885,58.4,0,3.89,4
2017,ADK90,Kayak,k2,2,4.549722222222222,52.8,0.02,5.46,2
2023,ADK90,Canoe,oc4stock,1,4.553222222222222,65.2,0,5,4
2022,ADK90,Canoe,oc4,6,4.556416666666666,67.5,0,3.91,4
2016,ADK90,Voyageur,voyageur,2,4.5575,69.6,0.004,3.19,6
2015,ADK90,Voyageur,voyageur,1,4.562222222222222,63,0.185,2.75,6
2019,ADK90,Canoe,oc4stockmix,2,4.562222222222222,59.3,0.008,4.97,4
2012,ADK90,Voyageur,voyageur,2,4.563055555555556,69.1,0.516,4.29,6
2017,ADK90,Canoe,oc4,2,4.565277777777778,52.8,0.02,5.46,4
2009,ADK90,Canoe,oc4,1,4.570555555555556,60,0.185,4.03,4
2011,ADK90,Canoe,oc4mix,6,4.572777777777778,62.9,0,7.28,4
2011,ADK90,Canoe,oc2am,1,4.575555555555556,62.9,0,7.28,2
2012,ADK90,Canoe,oc4open,3,4.576388888888889,69.1,0.516,4.29,4
2015,ADK90,Canoe,oc4open,3,4.576944444444444,63,0.185,2.75,4
2014,ADK90,Canoe,oc4mix,2,4.5777777777777775,68.9,0.067,4.01,4
2022,ADK90,Canoe,oc4stock,1,4.579944444444444,67.5,0,3.91,4
2025,ADK90,Canoe,oc4openmix,3,4.581472222222222,60.5,0.134,3.08,4
2018,ADK90,Canoe,oc4open,1,4.581666666666667,58.7,0,2.76,4
2010,ADK90,Kayak,k2master,2,4.582777777777777,58.4,0,3.89,2
2011,ADK90,Canoe,oc4mix,7,4.582777777777777,62.9,0,7.28,4
2008,ADK90,Canoe,oc4,1,4.585277777777778,70.2,0.323,4.58,4
2014,ADK90,Canoe,oc4,3,4.590833333333333,68.9,0.067,4.01,4
2021,ADK90,Canoe,oc4stock,3,4.591666666666667,60,0,5.13,4
2012,ADK90,Canoe,oc4mix,1,4.5938888888888885,69.1,0.516,4.29,4
2008,ADK90,Canoe,oc4,2,4.596111111111111,70.2,0.323,4.58,4
2010,ADK90,Canoe,oc4,3,4.5969444444444445,58.4,0,3.89,4
2008,ADK90,Voyageur,voyageur,4,4.5969444444444445,70.2,0.323,4.58,6
2013,ADK90,Canoe,oc4,6,4.5975,57.4,0.047,4.6,4
2013,ADK90,Kayak,k2mix,1,4.598611111111111,57.4,0.047,4.6,2
2022,ADK90,Kayak,k1unlimitedmaster,1,4.600638888888889,67.5,0,3.91,1
2013,ADK90,Canoe,oc4,2,4.601111111111111,57.4,0.047,4.6,4
2024,ADK90,Canoe,oc4stockmix,1,4.602972222222222,59.6,0.768,4.26,4
2008,ADK90,Canoe,oc2am,1,4.606111111111111,70.2,0.323,4.58,2
2008,ADK90,Canoe,oc2am,2,4.606111111111111,70.2,0.323,4.58,2
2011,ADK90,Canoe,oc4open,3,4.609444444444445,62.9,0,7.28,4
2013,ADK90,Kayak,k2mix,2,4.6125,57.4,0.047,4.6,2
2019,ADK90,Canoe,oc4stockmix,3,4.613611111111111,59.3,0.008,4.97,4
2008,ADK90,Canoe,oc2ammaster,1,4.613888888888889,70.2,0.323,4.58,2
2008,ADK90,Kayak,k2,1,4.614722222222222,70.2,0.323,4.58,2
2013,ADK90,Canoe,oc4,7,4.614722222222222,57.4,0.047,4.6,4
2012,ADK90,Canoe,oc4open,4,4.617222222222222,69.1,0.516,4.29,4
2018,ADK90,Canoe,oc4open,2,4.618055555555555,58.7,0,2.76,4
2013,ADK90,Canoe,oc4mix,8,4.6194444444444445,57.4,0.047,4.6,4
2011,ADK90,Voyageur,voyageur,4,4.62,62.9,0,7.28,6
2008,ADK90,Canoe,oc2ammaster,3,4.621111111111111,70.2,0.323,4.58,2
2008,ADK90,Canoe,oc2ammixmaster,1,4.623888888888889,70.2,0.323,4.58,2
2025,ADK90,Canoe,oc4open,4,4.624472222222222,60.5,0.134,3.08,4
2023,ADK90,Canoe,oc4mix,5,4.6255,65.2,0,5,4
2022,ADK90,Canoe,oc2stockmixveteran,1,4.629166666666666,67.5,0,3.91,2
2012,ADK90,Canoe,oc4mix,2,4.631388888888889,69.1,0.516,4.29,4
2011,ADK90,Canoe,oc2am,3,4.634444444444444,62.9,0,7.28,2
2011,ADK90,Canoe,oc4open,4,4.6369444444444445,62.9,0,7.28,4
2021,ADK90,Canoe,oc4stockmaster,1,4.638888888888889,60,0,5.13,4
2023,ADK90,Canoe,oc4stockmix,1,4.639888888888889,65.2,0,5,4
2017,ADK90,Canoe,oc4,3,4.6433333333333335,52.8,0.02,5.46,4
2015,ADK90,Canoe,oc4mix,1,4.646388888888889,63,0.185,2.75,4
2023,ADK90,Canoe,oc4,2,4.647194444444445,65.2,0,5,4
2008,ADK90,Voyageur,voyageur,5,4.653333333333333,70.2,0.323,4.58,6
2023,ADK90,Canoe,oc4stock,2,4.653444444444445,65.2,0,5,4
2011,ADK90,Canoe,oc4mix,9,4.655,62.9,0,7.28,4
2012,ADK90,Canoe,oc4mix,3,4.6561111111111115,69.1,0.516,4.29,4
2011,ADK90,Canoe,oc4mix,5,4.6561111111111115,62.9,0,7.28,4
2008,ADK90,Canoe,oc2ammaster,2,4.656944444444444,70.2,0.323,4.58,2
2010,ADK90,Kayak,k2master,1,4.6575,58.4,0,3.89,2
2010,ADK90,Canoe,oc2am,1,4.661666666666667,58.4,0,3.89,2
2014,ADK90,Canoe,oc4mix,1,4.661666666666667,68.9,0.067,4.01,4
2010,ADK90,Canoe,oc4mix,2,4.666666666666667,58.4,0,3.89,4
2016,ADK90,Canoe,oc4,1,4.6675,69.6,0.004,3.19,4
2017,ADK90,Canoe,oc4open,4,4.668611111111111,52.8,0.02,5.46,4
2013,ADK90,Canoe,oc4,5,4.671111111111111,57.4,0.047,4.6,4
2014,ADK90,Canoe,oc4mix,3,4.671666666666667,68.9,0.067,4.01,4
2009,ADK90,Canoe,oc4mix,1,4.674722222222222,60,0.185,4.03,4
2012,ADK90,Canoe,oc4open,6,4.676388888888889,69.1,0.516,4.29,4
2009,ADK90,Canoe,oc4mix,2,4.678888888888889,60,0.185,4.03,4
2021,ADK90,Canoe,oc4mix,1,4.679722222222222,60,0,5.13,4
2024,ADK90,Canoe,oc4stockmaster,1,4.683166666666667,59.6,0.768,4.26,4
2021,ADK90,Canoe,oc4stockmaster,2,4.684166666666667,60,0,5.13,4
2018,ADK90,Canoe,oc4open,3,4.687777777777778,58.7,0,2.76,4
2011,ADK90,Canoe,oc2am,2,4.691111111111111,62.9,0,7.28,2
2011,ADK90,Canoe,oc4mix,8,4.6925,62.9,0,7.28,4
2023,ADK90,Canoe,oc4stockmix,2,4.692777777777778,65.2,0,5,4
2010,ADK90,Voyageur,voyageur,4,4.6947222222222225,58.4,0,3.89,6
2015,ADK90,Canoe,oc4mix,2,4.695,63,0.185,2.75,4
2019,ADK90,Canoe,oc4open,4,4.703055555555555,59.3,0.008,4.97,4
2017,ADK90,Canoe,oc4mix,1,4.704166666666667,52.8,0.02,5.46,4
2008,ADK90,Kayak,k2,2,4.7091666666666665,70.2,0.323,4.58,2
2009,ADK90,Kayak,k2,1,4.710277777777778,60,0.185,4.03,2
2010,ADK90,Canoe,oc4,4,4.7122222222222225,58.4,0,3.89,4
2021,ADK90,Kayak,k1tourwomenmaster,1,4.716944444444445,60,0,5.13,1
2021,ADK90,Kayak,k2,1,4.717777777777778,60,0,5.13,2
2024,ADK90,Kayak,k1sportmaster,1,4.7188888888888885,59.6,0.768,4.26,1
2008,ADK90,Kayak,k1tourveteran,1,4.719722222222222,70.2,0.323,4.58,1
2019,ADK90,Kayak,k1tourmaster,1,4.72,59.3,0.008,4.97,1
2024,ADK90,Canoe,oc4stockmix,2,4.720722222222221,59.6,0.768,4.26,4
2021,ADK90,Canoe,oc4stockmixmaster,3,4.725555555555555,60,0,5.13,4
2019,ADK90,Kayak,k2,1,4.725833333333333,59.3,0.008,4.97,2
2010,ADK90,Canoe,oc4,5,4.7275,58.4,0,3.89,4
2017,ADK90,Canoe,oc4,4,4.728888888888889,52.8,0.02,5.46,4
2008,ADK90,Kayak,k1unlimited,3,4.730833333333333,70.2,0.323,4.58,1
2017,ADK90,Canoe,oc4,6,4.7325,52.8,0.02,5.46,4
2019,ADK90,Canoe,oc4stock,1,4.743611111111111,59.3,0.008,4.97,4
2021,ADK90,Canoe,oc4stockmix,1,4.745555555555556,60,0,5.13,4
2017,ADK90,Canoe,oc4,5,4.748888888888889,52.8,0.02,5.46,4
2008,ADK90,Canoe,oc4,3,4.750277777777778,70.2,0.323,4.58,4
2023,ADK90,Canoe,oc4stock,3,4.752277777777778,65.2,0,5,4
2021,ADK90,Kayak,k2veteran,1,4.754166666666666,60,0,5.13,2
2022,ADK90,Canoe,oc4stock,2,4.755666666666667,67.5,0,3.91,4
2021,ADK90,Canoe,oc2stock,1,4.755833333333333,60,0,5.13,2
2015,ADK90,Voyageur,voyageur,2,4.756666666666667,63,0.185,2.75,6
2019,ADK90,Kayak,k1tourmaster,2,4.762222222222222,59.3,0.008,4.97,1
2013,ADK90,Kayak,k2master,1,4.764444444444444,57.4,0.047,4.6,2
2008,ADK90,Canoe,voyageuropen,1,4.7652777777777775,70.2,0.323,4.58,6
2017,ADK90,Canoe,oc2ammix,1,4.767777777777778,52.8,0.02,5.46,2
2015,ADK90,Canoe,oc4open,4,4.770833333333333,63,0.185,2.75,4
2009,ADK90,Canoe,oc4mix,3,4.771111111111111,60,0.185,4.03,4
2021,ADK90,Canoe,oc2stockmixmaster,1,4.773611111111111,60,0,5.13,2
2012,ADK90,Canoe,oc4open,5,4.777222222222222,69.1,0.516,4.29,4
2008,ADK90,Canoe,oc2am,3,4.777777777777778,70.2,0.323,4.58,2
2009,ADK90,Canoe,oc4,2,4.7844444444444445,60,0.185,4.03,4
2021,ADK90,Canoe,oc2stockmixveterans,1,4.7875,60,0,5.13,2
2008,ADK90,Canoe,oc2stockmaster,1,4.789722222222222,70.2,0.323,4.58,2
2009,ADK90,Kayak,k2,2,4.789722222222222,60,0.185,4.03,2
2025,ADK90,Canoe,oc4stock,1,4.7941666666666665,60.5,0.134,3.08,4
2015,ADK90,Canoe,oc4mix,3,4.795555555555556,63,0.185,2.75,4
2022,ADK90,Canoe,oc4stockmix,1,4.796277777777777,67.5,0,3.91,4
2022,ADK90,Canoe,oc4,8,4.797583333333333,67.5,0,3.91,4
2010,ADK90,Canoe,oc2ammix,1,4.797777777777778,58.4,0,3.89,2
2009,ADK90,Canoe,oc4,4,4.798055555555556,60,0.185,4.03,4
2009,ADK90,Kayak,k1unlimted,1,4.799444444444444,60,0.185,4.03,1
2023,ADK90,Canoe,oc4stockmix,3,4.803416666666666,65.2,0,5,4
2021,ADK90,Canoe,oc4stock,4,4.8075,60,0,5.13,4
2008,ADK90,Canoe,oc2stockmaster,2,4.808333333333334,70.2,0.323,4.58,2
2009,ADK90,Voyageur,voyageur,4,4.808611111111111,60,0.185,4.03,6
2017,ADK90,Canoe,oc4mix,3,4.809166666666667,52.8,0.02,5.46,4
2009,ADK90,Canoe,oc2am,2,4.809166666666667,60,0.185,4.03,2
2011,ADK90,Canoe,open,NA,4.814722222222223,62.9,0,7.28,6
2022,ADK90,Canoe,oc4,7,4.815055555555555,67.5,0,3.91,4
2013,ADK90,Canoe,oc4mix,9,4.815555555555555,57.4,0.047,4.6,4
2013,ADK90,Canoe,oc2stock,2,4.815833333333333,57.4,0.047,4.6,2
2023,ADK90,Kayak,k1master,1,4.817111111111111,65.2,0,5,1
2017,ADK90,Kayak,k2mix,1,4.817222222222222,52.8,0.02,5.46,2
2022,ADK90,Canoe,oc4stockmix,2,4.817333333333334,67.5,0,3.91,4
2021,ADK90,Canoe,oc2mix,1,4.818888888888889,60,0,5.13,2
2019,ADK90,Kayak,k1unlimited,3,4.819166666666667,59.3,0.008,4.97,1
2021,ADK90,Canoe,oc4stockmix,2,4.822222222222222,60,0,5.13,4
2014,ADK90,Canoe,oc4,4,4.824722222222222,68.9,0.067,4.01,4
2017,ADK90,Canoe,oc4mix,2,4.826388888888889,52.8,0.02,5.46,4
2010,ADK90,Canoe,oc2am,4,4.829444444444444,58.4,0,3.89,2
2013,ADK90,Kayak,k1tour,1,4.832222222222223,57.4,0.047,4.6,1
2009,ADK90,Canoe,oc2stock,1,4.832777777777777,60,0.185,4.03,2
2013,ADK90,Canoe,oc2am,1,4.835,57.4,0.047,4.6,2
2010,ADK90,Canoe,oc2ammaster,1,4.835277777777778,58.4,0,3.89,2
2013,ADK90,Canoe,oc2stock,1,4.836666666666667,57.4,0.047,4.6,2
2010,ADK90,Voyageur,voyageur,5,4.838611111111111,58.4,0,3.89,6
2011,ADK90,Canoe,oc2stockmixmaster,1,4.839444444444444,62.9,0,7.28,2
2011,ADK90,Canoe,oc2stock,1,4.841388888888889,62.9,0,7.28,2
2009,ADK90,Kayak,k1tourveteran,1,4.843055555555556,60,0.185,4.03,1
2021,ADK90,Canoe,oc4mix,2,4.845,60,0,5.13,4
2009,ADK90,Canoe,oc2ammaster,2,4.845833333333333,60,0.185,4.03,2
2008,ADK90,Kayak,k1unlimited,4,4.846111111111111,70.2,0.323,4.58,1
2014,ADK90,Kayak,k1tourmaster,1,4.8469444444444445,68.9,0.067,4.01,1
2012,ADK90,Canoe,oc4mix,4,4.8475,69.1,0.516,4.29,4
2014,ADK90,Canoe,oc4mix,4,4.848333333333334,68.9,0.067,4.01,4
2017,ADK90,Kayak,k1tour,1,4.848611111111111,52.8,0.02,5.46,1
2019,ADK90,Kayak,k2,2,4.848611111111111,59.3,0.008,4.97,2
2017,ADK90,Canoe,oc2amwomen,1,4.85,52.8,0.02,5.46,2
2008,ADK90,Kayak,k1women,2,4.85,70.2,0.323,4.58,1
2018,ADK90,Canoe,oc4stock,1,4.851111111111111,58.7,0,2.76,4
2010,ADK90,Canoe,oc2am,2,4.8525,58.4,0,3.89,2
2023,ADK90,Canoe,oc4mix,6,4.852972222222222,65.2,0,5,4
2011,ADK90,Canoe,oc2am,4,4.853611111111111,62.9,0,7.28,2
2011,ADK90,Canoe,oc2ammix,2,4.853888888888889,62.9,0,7.28,2
2023,ADK90,Kayak,k2,2,4.854111111111111,65.2,0,5,2
2011,ADK90,Canoe,oc4mix,12,4.854722222222223,62.9,0,7.28,4
2014,ADK90,Canoe,oc4mix,5,4.855,68.9,0.067,4.01,4
2008,ADK90,Canoe,oc2family,1,4.856111111111111,70.2,0.323,4.58,2
2023,ADK90,Canoe,oc4stockwomen,1,4.8566666666666665,65.2,0,5,4
2013,ADK90,Kayak,k1tourveteran,1,4.857222222222222,57.4,0.047,4.6,1
2012,ADK90,Kayak,k1tour,1,4.8575,69.1,0.516,4.29,1
2023,ADK90,Kayak,k1unlimited,2,4.861805555555556,65.2,0,5,1
2008,ADK90,Canoe,oc4mix,2,4.862777777777778,70.2,0.323,4.58,4
2013,ADK90,Canoe,oc4mix,10,4.863611111111111,57.4,0.047,4.6,4
2009,ADK90,Canoe,oc4,3,4.864166666666667,60,0.185,4.03,4
2011,ADK90,Kayak,k1tour,1,4.865,62.9,0,7.28,1
2019,ADK90,Canoe,oc4stock,2,4.865277777777778,59.3,0.008,4.97,4
2011,ADK90,Canoe,oc2stockmaster,1,4.865277777777778,62.9,0,7.28,2
2025,ADK90,Kayak,k1open,1,4.8655,60.5,0.134,3.08,1
2011,ADK90,Canoe,open,NA,4.871666666666667,62.9,0,7.28,6
2010,ADK90,Voyageur,voyageur,6,4.871944444444445,58.4,0,3.89,6
2012,ADK90,Kayak,k2,1,4.871944444444445,69.1,0.516,4.29,2
2008,ADK90,Canoe,oc4mix,4,4.875555555555556,70.2,0.323,4.58,4
2016,ADK90,Kayak,k1tourmaster,2,4.8758333333333335,69.6,0.004,3.19,1
2008,ADK90,Kayak,k1tour,1,4.878333333333333,70.2,0.323,4.58,1
2021,ADK90,Kayak,k1tourveteran,1,4.8805555555555555,60,0,5.13,1
2011,ADK90,Kayak,k1unlimited,1,4.887777777777778,62.9,0,7.28,1
2018,ADK90,Canoe,oc4stockmix,1,4.889166666666667,58.7,0,2.76,4
2014,ADK90,Canoe,oc4,6,4.895,68.9,0.067,4.01,4
2011,ADK90,Canoe,oc1rec,1,4.895833333333333,62.9,0,7.28,1
2021,ADK90,Canoe,oc4stockmix,3,4.896388888888889,60,0,5.13,4
2022,ADK90,Canoe,oc1stockmaster,1,4.896416666666666,67.5,0,3.91,1
2014,ADK90,Canoe,oc2stockmix,1,4.8966666666666665,68.9,0.067,4.01,2
2024,ADK90,Kayak,k1sportmaster,2,4.896777777777778,59.6,0.768,4.26,1
2010,ADK90,Canoe,oc4,6,4.897222222222222,58.4,0,3.89,4
2008,ADK90,Canoe,oc2stock,1,4.898888888888889,70.2,0.323,4.58,2
2025,ADK90,Canoe,oc4stockmix,1,4.901027777777778,60.5,0.134,3.08,4
2008,ADK90,Canoe,oc2ammixmaster,2,4.902222222222222,70.2,0.323,4.58,2
2016,ADK90,Kayak,k1tourmaster,1,4.9025,69.6,0.004,3.19,1
2010,ADK90,Canoe,oc2am,3,4.904166666666667,58.4,0,3.89,2
2023,ADK90,Canoe,oc4stockgoldnc,1,4.912916666666667,65.2,0,5,4
2024,ADK90,Canoe,oc4stockmix,3,4.916055555555555,59.6,0.768,4.26,4
2009,ADK90,Kayak,k2mix,1,4.9175,60,0.185,4.03,2
2014,ADK90,Canoe,oc4,5,4.918333333333333,68.9,0.067,4.01,4
