year,raceId,boatType,classId,place,value,temp,rain,water,n_paddler
2008,ADK90,Canoe,open,NA,6.521388888888889,72.3,0,1706.81,6
2011,ADK90,Canoe,oc2stockmixmaster,4,6.5216666666666665,63.9,0,1706.86,2
2015,ADK90,Canoe,oc2stockveteran,2,6.5216666666666665,63.9,0,1706.82,2
2025,ADK90,Canoe,oc3stockmix,2,6.522138888888889,58.7,0.37,1706.89,3
2009,ADK90,Canoe,oc2stockmaster,5,6.523055555555556,57.2,0.016,1706.65,2
2008,ADK90,Canoe,open,NA,6.523055555555556,72.3,0,1706.81,6
2018,ADK90,Canoe,oc4stockwomen,2,6.523333333333333,61.9,0,1706.8,4
2022,ADK90,Canoe,oc4stockmix,8,6.523527777777778,63.4,0,1706.93,4
2012,ADK90,Canoe,oc2stockmaster,6,6.523611111111111,67.4,0,1706.75,2
2008,ADK90,Guideboat,g2,2,6.524444444444445,72.3,0,1706.81,2
2014,ADK90,Canoe,oc2stock,5,6.526111111111111,69.5,0,1706.89,2
2013,ADK90,Canoe,open,NA,6.527222222222222,51.6,0,1706.88,6
2018,ADK90,Canoe,open,NA,6.5275,61.9,0,1706.8,6
2011,ADK90,Canoe,oc2stockveteran,2,6.5280555555555555,63.9,0,1706.86,2
2019,ADK90,Canoe,oc4stockwomen,1,6.528333333333333,58,0,1706.77,4
2021,ADK90,Canoe,oc4stockwomenmaster,2,6.529444444444445,55.4,0.055,1706.94,4
2009,ADK90,Canoe,oc2ammixmaster,2,6.53,57.2,0.016,1706.65,2
2023,ADK90,Guideboat,g1,1,6.530305555555556,66.9,0.15,1706.8,1
2024,ADK90,Canoe,oc2openveteran,1,6.53125,61.6,0,1706.82,2
2013,ADK90,Canoe,oc4mix,14,6.533333333333333,51.6,0,1706.88,4
2012,ADK90,Canoe,open,NA,6.533611111111111,67.4,0,1706.75,6
2014,ADK90,Canoe,open,NA,6.533611111111111,69.5,0,1706.89,6
2025,ADK90,Kayak,k1open,3,6.534972222222223,58.7,0.37,1706.89,1
2013,ADK90,Guideboat,g1,2,6.535833333333334,51.6,0,1706.88,1
2025,ADK90,Canoe,oc4stock,6,6.5366388888888896,58.7,0.37,1706.89,4
2015,ADK90,Canoe,oc2stock,10,6.536666666666667,63.9,0,1706.82,2
2009,ADK90,Canoe,oc4,6,6.536666666666667,57.2,0.016,1706.65,4
2009,ADK90,Canoe,oc1stock,1,6.536944444444444,57.2,0.016,1706.65,1
2024,ADK90,Canoe,oc4stocktourmix,1,6.537527777777777,61.6,0,1706.82,4
2014,ADK90,Canoe,open,NA,6.538055555555555,69.5,0,1706.89,6
2018,ADK90,Canoe,open,NA,6.540555555555556,61.9,0,1706.8,6
2009,ADK90,Canoe,open,NA,6.541111111111111,57.2,0.016,1706.65,6
2022,ADK90,Canoe,oc2stock,1,6.5424444444444445,63.4,0,1706.93,2
2012,ADK90,Canoe,open,NA,6.543611111111111,67.4,0,1706.75,6
2012,ADK90,Canoe,oc2stockmixmaster,6,6.544444444444444,67.4,0,1706.75,2
2010,ADK90,Canoe,open,NA,6.544722222222222,52.8,0.043,1706.87,6
2013,ADK90,Canoe,open,NA,6.545277777777778,51.6,0,1706.88,6
2017,ADK90,Canoe,open,NA,6.546111111111111,51.1,0.484,1706.89,6
2022,ADK90,Canoe,oc4stockmix,7,6.546277777777777,63.4,0,1706.93,4
2008,ADK90,Canoe,oc2stockmaster,6,6.546388888888889,72.3,0,1706.81,2
2012,ADK90,Canoe,oc2am,6,6.548055555555556,67.4,0,1706.75,2
2013,ADK90,Canoe,oc2stockwomenmaster,2,6.548333333333333,51.6,0,1706.88,2
2022,ADK90,Canoe,oc2stockopen,3,6.549361111111112,63.4,0,1706.93,2
2010,ADK90,Canoe,oc2stockmaster,3,6.5505555555555555,52.8,0.043,1706.87,2
2010,ADK90,Canoe,oc2rec,1,6.550833333333333,52.8,0.043,1706.87,2
2011,ADK90,Canoe,oc2stockveteran,5,6.553333333333334,63.9,0,1706.86,2
2014,ADK90,Canoe,oc2stockmaster,3,6.553888888888889,69.5,0,1706.89,2
2023,ADK90,Canoe,oc4stockmix,12,6.554,66.9,0.15,1706.8,4
2024,ADK90,Canoe,oc3stocktourmix,1,6.5571111111111104,61.6,0,1706.82,3
2013,ADK90,Canoe,open,NA,6.557222222222222,51.6,0,1706.88,6
2025,ADK90,Canoe,oc4stock,4,6.557333333333334,58.7,0.37,1706.89,4
2015,ADK90,Canoe,oc4,4,6.557777777777778,63.9,0,1706.82,4
2024,ADK90,Canoe,oc2stockmixveteran,2,6.559027777777778,61.6,0,1706.82,2
2018,ADK90,Canoe,oc1am,1,6.559166666666667,61.9,0,1706.8,1
2018,ADK90,Kayak,k2,2,6.559722222222222,61.9,0,1706.8,2
2015,ADK90,Kayak,k1tourveteran,2,6.56,63.9,0,1706.82,1
2025,ADK90,Canoe,oc2stockmaster,3,6.562416666666667,58.7,0.37,1706.89,2
2023,ADK90,Canoe,oc2stock,6,6.562666666666666,66.9,0.15,1706.8,2
2013,ADK90,Canoe,open,NA,6.565277777777778,51.6,0,1706.88,6
2010,ADK90,Kayak,k2mix,2,6.566666666666666,52.8,0.043,1706.87,2
2023,ADK90,Canoe,oc2stockmix,3,6.568555555555555,66.9,0.15,1706.8,2
2017,ADK90,Canoe,open,NA,6.568611111111111,51.1,0.484,1706.89,6
2010,ADK90,Canoe,oc2stockmixmaster,5,6.569166666666667,52.8,0.043,1706.87,2
2012,ADK90,Canoe,oc4mix,12,6.5697222222222225,67.4,0,1706.75,4
2014,ADK90,Canoe,oc2stockmix,4,6.57,69.5,0,1706.89,2
2009,ADK90,Kayak,k2women,1,6.57,57.2,0.016,1706.65,2
2008,ADK90,Guideboat,g2,4,6.570833333333334,72.3,0,1706.81,2
2022,ADK90,Canoe,oc4stock,5,6.570888888888889,63.4,0,1706.93,4
2008,ADK90,Canoe,oc1am,2,6.571111111111111,72.3,0,1706.81,1
2024,ADK90,Canoe,oc2stockmix,1,6.5728888888888894,61.6,0,1706.82,2
2010,ADK90,Canoe,oc2stockmaster,4,6.573888888888889,52.8,0.043,1706.87,2
2019,ADK90,Canoe,oc2stock,2,6.574722222222222,58,0,1706.77,2
2012,ADK90,Canoe,oc2stock,6,6.575277777777778,67.4,0,1706.75,2
2015,ADK90,Canoe,oc2ammix,2,6.5761111111111115,63.9,0,1706.82,2
2024,ADK90,Canoe,oc4stockwomenmaster,2,6.57663888888889,61.6,0,1706.82,4
2018,ADK90,Canoe,oc4stockwomen,1,6.576944444444444,61.9,0,1706.8,4
2010,ADK90,Canoe,oc2stock,4,6.576944444444444,52.8,0.043,1706.87,2
2021,ADK90,Canoe,oc4stockmixmaster,4,6.577222222222222,55.4,0.055,1706.94,4
2016,ADK90,Canoe,open,NA,6.578333333333333,70.2,0.02,1706.83,6
2008,ADK90,Canoe,oc2stockveteran,4,6.578888888888889,72.3,0,1706.81,2
2011,ADK90,Canoe,oc2stockmaster,4,6.578888888888889,63.9,0,1706.86,2
2013,ADK90,Canoe,open,NA,6.580277777777778,51.6,0,1706.88,6
2025,ADK90,Kayak,k1sport,1,6.580611111111112,58.7,0.37,1706.89,1
2014,ADK90,Canoe,oc2stockwomen,1,6.5808333333333335,69.5,0,1706.89,2
2016,ADK90,Canoe,open,NA,6.581111111111111,70.2,0.02,1706.83,6
2012,ADK90,Canoe,oc2rec,2,6.581388888888889,67.4,0,1706.75,2
2018,ADK90,Canoe,open,NA,6.581944444444445,61.9,0,1706.8,6
2024,ADK90,Canoe,oc3stocktourmix,3,6.5841666666666665,61.6,0,1706.82,3
2022,ADK90,Canoe,oc4stockwomen,2,6.584305555555556,63.4,0,1706.93,4
2009,ADK90,Canoe,oc2ammaster,3,6.584722222222222,57.2,0.016,1706.65,2
2023,ADK90,Canoe,oc2stockveteran,1,6.584888888888888,66.9,0.15,1706.8,2
2025,ADK90,Canoe,oc2stockmix,4,6.585,58.7,0.37,1706.89,2
2012,ADK90,Canoe,oc2stockmixmaster,7,6.585277777777778,67.4,0,1706.75,2
2022,ADK90,Kayak,k2,2,6.586194444444445,63.4,0,1706.93,2
2024,ADK90,Canoe,oc1stockmaster,1,6.586444444444445,61.6,0,1706.82,1
2013,ADK90,Canoe,oc2stockwomenmaster,3,6.586666666666667,51.6,0,1706.88,2
2019,ADK90,Canoe,oc2stockmix,1,6.5872222222222225,58,0,1706.77,2
2012,ADK90,Canoe,open,NA,6.5875,67.4,0,1706.75,6
2017,ADK90,Canoe,oc2stockveteran,1,6.59,51.1,0.484,1706.89,2
2013,ADK90,Voyageur,voyageur,5,6.590277777777778,51.6,0,1706.88,6
2017,ADK90,Canoe,oc2stockmix,1,6.595555555555555,51.1,0.484,1706.89,2
2023,ADK90,Canoe,oc4stockgoldnc,2,6.596388888888889,66.9,0.15,1706.8,4
2014,ADK90,Canoe,oc1stockmaster,1,6.596388888888889,69.5,0,1706.89,1
2017,ADK90,Canoe,oc2stock,4,6.596666666666667,51.1,0.484,1706.89,2
2013,ADK90,Guideboat,g1,1,6.597222222222222,51.6,0,1706.88,1
2024,ADK90,Canoe,oc4stocktourmix,2,6.597444444444444,61.6,0,1706.82,4
2009,ADK90,Kayak,k1unlimted,3,6.598611111111111,57.2,0.016,1706.65,1
2014,ADK90,Canoe,oc2stockmix,5,6.598611111111111,69.5,0,1706.89,2
2011,ADK90,Canoe,oc2stockmaster,2,6.599166666666667,63.9,0,1706.86,2
2022,ADK90,Kayak,k1tourveteran,1,6.600027777777777,63.4,0,1706.93,1
2008,ADK90,Canoe,oc2stockwomen,1,6.600555555555555,72.3,0,1706.81,2
2025,ADK90,Kayak,k1open,2,6.601111111111111,58.7,0.37,1706.89,1
2024,ADK90,Canoe,oc2stockmaster,2,6.602194444444445,61.6,0,1706.82,2
2012,ADK90,Canoe,oc2stockmix,1,6.606111111111111,67.4,0,1706.75,2
2012,ADK90,Canoe,oc2stockmixmaster,8,6.6066666666666665,67.4,0,1706.75,2
2011,ADK90,Canoe,oc2stock,2,6.608888888888889,63.9,0,1706.86,2
2018,ADK90,Canoe,oc2ammix,1,6.609166666666667,61.9,0,1706.8,2
2014,ADK90,Canoe,open,NA,6.61,69.5,0,1706.89,6
2014,ADK90,Canoe,open,NA,6.61,69.5,0,1706.89,6
2013,ADK90,Canoe,open,NA,6.610277777777778,51.6,0,1706.88,6
2015,ADK90,Canoe,open,NA,6.610833333333333,63.9,0,1706.82,6
2009,ADK90,Canoe,oc4mix,9,6.611666666666666,57.2,0.016,1706.65,4
2013,ADK90,Canoe,open,NA,6.6125,51.6,0,1706.88,6
2014,ADK90,Canoe,oc2ammaster,2,6.614444444444445,69.5,0,1706.89,2
2011,ADK90,Canoe,open,NA,6.614722222222222,63.9,0,1706.86,6
2011,ADK90,Canoe,oc2stockveteran,4,6.615555555555556,63.9,0,1706.86,2
2011,ADK90,Canoe,oc2stockmixmaster,5,6.617222222222222,63.9,0,1706.86,2
2012,ADK90,Canoe,oc2stock,7,6.6194444444444445,67.4,0,1706.75,2
2016,ADK90,Canoe,oc2rec,1,6.619722222222222,70.2,0.02,1706.83,2
2009,ADK90,Kayak,k1unlimted,4,6.620555555555556,57.2,0.016,1706.65,1
2009,ADK90,Canoe,oc2rec,1,6.621111111111111,57.2,0.016,1706.65,2
2016,ADK90,Canoe,open,NA,6.621944444444445,70.2,0.02,1706.83,6
2010,ADK90,Canoe,open,NA,6.6225,52.8,0.043,1706.87,6
2008,ADK90,Canoe,oc2stockmaster,7,6.623333333333333,72.3,0,1706.81,2
2008,ADK90,Canoe,oc2stock,5,6.623611111111111,72.3,0,1706.81,2
2024,ADK90,Canoe,oc2stock,3,6.6243333333333325,61.6,0,1706.82,2
2013,ADK90,Canoe,oc2rec,1,6.624722222222222,51.6,0,1706.88,2
2016,ADK90,Canoe,open,NA,6.625555555555556,70.2,0.02,1706.83,6
2014,ADK90,Canoe,oc2stockmaster,4,6.6275,69.5,0,1706.89,2
2025,ADK90,Canoe,oc2stocknc,2,6.627722222222222,58.7,0.37,1706.89,2
2011,ADK90,Canoe,oc4mix,13,6.627777777777778,63.9,0,1706.86,4
2014,ADK90,Canoe,open,NA,6.628611111111111,69.5,0,1706.89,6
2013,ADK90,Canoe,open,NA,6.629722222222222,51.6,0,1706.88,6
2023,ADK90,Canoe,oc4stock,7,6.6299166666666665,66.9,0.15,1706.8,4
2008,ADK90,Canoe,oc2rec,1,6.6305555555555555,72.3,0,1706.81,2
2014,ADK90,Canoe,open,NA,6.632777777777778,69.5,0,1706.89,6
2013,ADK90,Canoe,open,NA,6.6338888888888885,51.6,0,1706.88,6
2019,ADK90,Canoe,oc2stockmaster,2,6.635277777777778,58,0,1706.77,2
2024,ADK90,Kayak,k1openmaster,2,6.635722222222221,61.6,0,1706.82,1
2011,ADK90,Kayak,k2women,1,6.636111111111111,63.9,0,1706.86,2
2016,ADK90,Canoe,oc2ammix,2,6.636388888888889,70.2,0.02,1706.83,2
2019,ADK90,Canoe,oc4stockmix,8,6.636666666666667,58,0,1706.77,4
2025,ADK90,Canoe,oc4stock,8,6.637194444444445,58.7,0.37,1706.89,4
2024,ADK90,Kayak,k2,3,6.638416666666666,61.6,0,1706.82,2
2023,ADK90,Kayak,k2mix,3,6.639333333333333,66.9,0.15,1706.8,2
2023,ADK90,Canoe,oc2stockmaster,4,6.639916666666667,66.9,0.15,1706.8,2
2015,ADK90,Kayak,k1unlimited,2,6.6402777777777775,63.9,0,1706.82,1
2023,ADK90,Canoe,oc4stock,6,6.640916666666667,66.9,0.15,1706.8,4
2017,ADK90,Canoe,oc4women,2,6.641111111111111,51.1,0.484,1706.89,4
2013,ADK90,Guideboat,g2,3,6.641111111111111,51.6,0,1706.88,2
2014,ADK90,Canoe,open,NA,6.641944444444444,69.5,0,1706.89,6
2025,ADK90,Canoe,oc2stock,6,6.64275,58.7,0.37,1706.89,2
2014,ADK90,Canoe,open,NA,6.642777777777778,69.5,0,1706.89,6
2008,ADK90,Canoe,oc4,6,6.643611111111111,72.3,0,1706.81,4
2010,ADK90,Canoe,oc2ammix,4,6.643611111111111,52.8,0.043,1706.87,2
2015,ADK90,Canoe,oc2stockmixmaster,4,6.645277777777777,63.9,0,1706.82,2
2025,ADK90,Canoe,oc2stocknc,1,6.6457500000000005,58.7,0.37,1706.89,2
2019,ADK90,Canoe,oc2stockmaster,1,6.646388888888889,58,0,1706.77,2
2013,ADK90,Canoe,oc4women,3,6.6466666666666665,51.6,0,1706.88,4
2016,ADK90,Canoe,open,NA,6.6475,70.2,0.02,1706.83,6
2022,ADK90,Kayak,k1tourveteran,2,6.648055555555556,63.4,0,1706.93,1
2023,ADK90,Canoe,oc2stockmaster,3,6.6482777777777775,66.9,0.15,1706.8,2
2012,ADK90,Canoe,oc4mix,13,6.648888888888889,67.4,0,1706.75,4
2013,ADK90,Canoe,oc2am,3,6.651944444444444,51.6,0,1706.88,2
2012,ADK90,Canoe,open,NA,6.652777777777778,67.4,0,1706.75,6
2011,ADK90,Guideboat,g2,1,6.653333333333333,63.9,0,1706.86,2
2013,ADK90,Canoe,open,NA,6.653611111111111,51.6,0,1706.88,6
2015,ADK90,Canoe,open,NA,6.653888888888889,63.9,0,1706.82,6
2022,ADK90,Kayak,k1unlimitedveteran,2,6.654166666666667,63.4,0,1706.93,1
2023,ADK90,Canoe,oc4stockgoldmixnc,1,6.654833333333333,66.9,0.15,1706.8,4
2015,ADK90,Canoe,oc2stockmix,1,6.655,63.9,0,1706.82,2
2023,ADK90,Canoe,oc2stockveteran,2,6.655027777777778,66.9,0.15,1706.8,2
2021,ADK90,Canoe,oc2stockmix,2,6.655277777777778,55.4,0.055,1706.94,2
2013,ADK90,Canoe,open,NA,6.6563888888888885,51.6,0,1706.88,6
2012,ADK90,Canoe,oc2am,4,6.656666666666666,67.4,0,1706.75,2
2015,ADK90,Canoe,open,NA,6.657222222222222,63.9,0,1706.82,6
2021,ADK90,Canoe,oc4stockmix,6,6.658333333333333,55.4,0.055,1706.94,4
2023,ADK90,Canoe,oc2stockgoldnc,2,6.659861111111111,66.9,0.15,1706.8,2
2012,ADK90,Canoe,oc4,6,6.661388888888889,67.4,0,1706.75,4
2011,ADK90,Canoe,open,NA,6.6627777777777775,63.9,0,1706.86,6
2019,ADK90,Canoe,oc2stock,4,6.6627777777777775,58,0,1706.77,2
2016,ADK90,Kayak,k1unlimited,2,6.663888888888889,70.2,0.02,1706.83,1
2017,ADK90,Canoe,open,NA,6.664166666666667,51.1,0.484,1706.89,6
2025,ADK90,Canoe,oc2stock,7,6.664666666666666,58.7,0.37,1706.89,2
2010,ADK90,Canoe,open,NA,6.668888888888889,52.8,0.043,1706.87,6
2008,ADK90,Canoe,oc1stock,3,6.6691666666666665,72.3,0,1706.81,1
2016,ADK90,Guideboat,g2,1,6.669722222222222,70.2,0.02,1706.83,2
2010,ADK90,Canoe,oc2stock,5,6.67,52.8,0.043,1706.87,2
2016,ADK90,Canoe,open,NA,6.67,70.2,0.02,1706.83,6
2014,ADK90,Canoe,oc2stock,7,6.670833333333333,69.5,0,1706.89,2
2013,ADK90,Canoe,oc2stockmaster,6,6.670833333333333,51.6,0,1706.88,2
2014,ADK90,Canoe,open,NA,6.671388888888889,69.5,0,1706.89,6
2009,ADK90,Canoe,oc2stockmaster,6,6.6725,57.2,0.016,1706.65,2
2008,ADK90,Canoe,oc2stockmaster,8,6.672777777777778,72.3,0,1706.81,2
2021,ADK90,Canoe,oc2stockmaster,3,6.673055555555556,55.4,0.055,1706.94,2
2018,ADK90,Kayak,k1tour,6,6.673611111111111,61.9,0,1706.8,1
2015,ADK90,Canoe,open,NA,6.673611111111111,63.9,0,1706.82,6
2024,ADK90,Canoe,oc4stockmaster,4,6.67375,61.6,0,1706.82,4
2025,ADK90,Canoe,oc4stock,7,6.674222222222222,58.7,0.37,1706.89,4
2017,ADK90,Canoe,oc2rec,1,6.674444444444444,51.1,0.484,1706.89,2
2016,ADK90,Canoe,open,NA,6.674722222222222,70.2,0.02,1706.83,6
2011,ADK90,Canoe,open,NA,6.6755555555555555,63.9,0,1706.86,6
2015,ADK90,Canoe,oc2stock,9,6.676111111111111,63.9,0,1706.82,2
2017,ADK90,Canoe,oc1recveteran,1,6.676388888888889,51.1,0.484,1706.89,1
2017,ADK90,Canoe,open,NA,6.676666666666667,51.1,0.484,1706.89,6
2011,ADK90,Canoe,oc2stockveteran,6,6.676666666666667,63.9,0,1706.86,2
2019,ADK90,Canoe,oc4stockmix,6,6.676666666666667,58,0,1706.77,4
2022,ADK90,Kayak,k1tourmaster,3,6.679194444444444,63.4,0,1706.93,1
2022,ADK90,Canoe,oc2stockmixmaster,3,6.679805555555555,63.4,0,1706.93,2
2024,ADK90,Canoe,oc2stockmix,2,6.681222222222223,61.6,0,1706.82,2
2012,ADK90,Canoe,oc2rec,4,6.681666666666667,67.4,0,1706.75,2
2022,ADK90,Kayak,k1unlimitedmaster,2,6.681722222222223,63.4,0,1706.93,1
2025,ADK90,Canoe,oc4stocknc,2,6.681861111111111,58.7,0.37,1706.89,4
2025,ADK90,Kayak,k1sportveteran,1,6.683083333333333,58.7,0.37,1706.89,1
2018,ADK90,Canoe,oc4stockmix,7,6.683888888888889,61.9,0,1706.8,4
2010,ADK90,Kayak,k2women,2,6.685277777777777,52.8,0.043,1706.87,2
2024,ADK90,Kayak,k2mixmaster,1,6.685361111111111,61.6,0,1706.82,2
2021,ADK90,Canoe,oc4stockmix,11,6.685833333333333,55.4,0.055,1706.94,4
2021,ADK90,Kayak,k1unlimited,2,6.686944444444444,55.4,0.055,1706.94,1
2016,ADK90,Kayak,k1tourmaster,4,6.686944444444444,70.2,0.02,1706.83,1
2013,ADK90,Canoe,oc1rec,3,6.688611111111111,51.6,0,1706.88,1
2018,ADK90,Canoe,open,NA,6.691666666666666,61.9,0,1706.8,6
2019,ADK90,Canoe,oc4stock,3,6.692777777777778,58,0,1706.77,4
2019,ADK90,Kayak,k1unlimited,4,6.693333333333333,58,0,1706.77,1
2025,ADK90,Canoe,oc4stockmix,11,6.693638888888889,58.7,0.37,1706.89,4
2013,ADK90,Guideboat,g2women,1,6.693888888888889,51.6,0,1706.88,2
2018,ADK90,Canoe,oc2rec,1,6.6947222222222225,61.9,0,1706.8,2
2009,ADK90,Canoe,open,NA,6.695,57.2,0.016,1706.65,6
2014,ADK90,Kayak,k1tourveteran,2,6.695,69.5,0,1706.89,1
2019,ADK90,Canoe,oc2stockwomen,1,6.696111111111111,58,0,1706.77,2
2023,ADK90,Canoe,oc4stockwomen,3,6.697472222222222,66.9,0.15,1706.8,4
2010,ADK90,Canoe,open,NA,6.6975,52.8,0.043,1706.87,6
2023,ADK90,Canoe,oc2stockmixmaster,6,6.698472222222223,66.9,0.15,1706.8,2
2023,ADK90,Kayak,k1veteran,2,6.699055555555555,66.9,0.15,1706.8,1
2012,ADK90,Canoe,open,NA,6.699166666666667,67.4,0,1706.75,6
2012,ADK90,Canoe,open,NA,6.699166666666667,67.4,0,1706.75,6
2023,ADK90,Canoe,oc2recgold,1,6.700166666666666,66.9,0.15,1706.8,2
2021,ADK90,Kayak,k1unlimited,3,6.700277777777778,55.4,0.055,1706.94,1
2012,ADK90,Canoe,oc1stock,2,6.701388888888889,67.4,0,1706.75,1
2017,ADK90,Canoe,open,NA,6.701666666666667,51.1,0.484,1706.89,6
2016,ADK90,Canoe,open,NA,6.702222222222222,70.2,0.02,1706.83,6
2008,ADK90,Canoe,oc2stockveteran,6,6.703333333333333,72.3,0,1706.81,2
2010,ADK90,Canoe,oc4,9,6.703611111111111,52.8,0.043,1706.87,4
2022,ADK90,Canoe,oc2stockmixveteran,2,6.703833333333333,63.4,0,1706.93,2
2013,ADK90,Canoe,open,NA,6.704166666666667,51.6,0,1706.88,6
2009,ADK90,Canoe,oc1stock,2,6.704166666666667,57.2,0.016,1706.65,1
2011,ADK90,Canoe,open,NA,6.704444444444444,63.9,0,1706.86,6
2015,ADK90,Guideboat,g1,1,6.705,63.9,0,1706.82,1
2012,ADK90,Canoe,oc2am,5,6.7058333333333335,67.4,0,1706.75,2
2021,ADK90,SUP,solorecveteran,1,6.706944444444445,55.4,0.055,1706.94,1
2012,ADK90,Canoe,open,NA,6.708611111111111,67.4,0,1706.75,6
2017,ADK90,Kayak,k1tour,2,6.708888888888889,51.1,0.484,1706.89,1
2023,ADK90,Canoe,oc2stock,7,6.709694444444445,66.9,0.15,1706.8,2
2025,ADK90,Canoe,oc4stock,9,6.71,58.7,0.37,1706.89,4
2024,ADK90,Canoe,oc2stockmixveteran,3,6.710805555555556,61.6,0,1706.82,2
2021,ADK90,Canoe,oc2stockmixveterans,2,6.711388888888889,55.4,0.055,1706.94,2
2015,ADK90,Canoe,open,NA,6.712777777777778,63.9,0,1706.82,6
2016,ADK90,Canoe,open,NA,6.713888888888889,70.2,0.02,1706.83,6
2025,ADK90,Canoe,oc1stock,1,6.714277777777778,58.7,0.37,1706.89,1
2022,ADK90,Canoe,oc2stockopen,5,6.715111111111112,63.4,0,1706.93,2
2008,ADK90,Canoe,oc1am,1,6.7155555555555555,72.3,0,1706.81,1
2015,ADK90,Canoe,oc2rec,2,6.7155555555555555,63.9,0,1706.82,2
2015,ADK90,Guideboat,g2,2,6.7155555555555555,63.9,0,1706.82,2
2021,ADK90,Kayak,k1tourveteran,2,6.717777777777778,55.4,0.055,1706.94,1
2010,ADK90,Canoe,oc4,10,6.717777777777778,52.8,0.043,1706.87,4
2015,ADK90,Kayak,k2,1,6.718333333333334,63.9,0,1706.82,2
2011,ADK90,Guideboat,g2,2,6.7188888888888885,63.9,0,1706.86,2
2016,ADK90,Canoe,open,NA,6.719444444444444,70.2,0.02,1706.83,6
2008,ADK90,Canoe,open,NA,6.720277777777778,72.3,0,1706.81,6
2018,ADK90,Canoe,open,NA,6.721388888888889,61.9,0,1706.8,6
2008,ADK90,Canoe,open,NA,6.7219444444444445,72.3,0,1706.81,6
2011,ADK90,Canoe,oc2rec,1,6.722222222222222,63.9,0,1706.86,2
2008,ADK90,Kayak,k1tour,4,6.722777777777778,72.3,0,1706.81,1
2008,ADK90,Canoe,oc4mix,10,6.723055555555556,72.3,0,1706.81,4
2016,ADK90,Canoe,open,NA,6.723611111111111,70.2,0.02,1706.83,6
2014,ADK90,Canoe,open,NA,6.723888888888889,69.5,0,1706.89,6
2017,ADK90,Canoe,open,NA,6.725833333333333,51.1,0.484,1706.89,6
2011,ADK90,Canoe,oc2stockmaster,5,6.726388888888889,63.9,0,1706.86,2
2015,ADK90,Canoe,open,NA,6.726944444444444,63.9,0,1706.82,6
2010,ADK90,Canoe,oc2stockmixveteran,1,6.727777777777778,52.8,0.043,1706.87,2
2011,ADK90,Canoe,open,NA,6.728611111111111,63.9,0,1706.86,6
2019,ADK90,Canoe,oc4stock,4,6.729166666666667,58,0,1706.77,4
2024,ADK90,Canoe,oc1stock,1,6.729861111111111,61.6,0,1706.82,1
2023,ADK90,Kayak,k1master,7,6.7305277777777786,66.9,0.15,1706.8,1
2014,ADK90,Canoe,oc2stockwomen,2,6.731111111111111,69.5,0,1706.89,2
2023,ADK90,Canoe,oc2stockgoldmixnc,1,6.731138888888888,66.9,0.15,1706.8,2
2024,ADK90,Canoe,oc3stocktourmix,2,6.731527777777778,61.6,0,1706.82,3
2017,ADK90,Canoe,oc2stockmix,2,6.731944444444444,51.1,0.484,1706.89,2
2015,ADK90,Canoe,oc2stock,6,6.7325,63.9,0,1706.82,2
2022,ADK90,Canoe,oc2stockopen,6,6.732861111111111,63.4,0,1706.93,2
2021,ADK90,Canoe,oc2stockmixveterans,3,6.733055555555556,55.4,0.055,1706.94,2
2014,ADK90,Voyageur,voyageur,4,6.733888888888889,69.5,0,1706.89,6
2018,ADK90,Canoe,open,NA,6.735,61.9,0,1706.8,6
2025,ADK90,Canoe,oc4open,5,6.736916666666667,58.7,0.37,1706.89,4
2025,ADK90,Canoe,oc2stocknc,3,6.7372499999999995,58.7,0.37,1706.89,2
2021,ADK90,Canoe,oc4stockmix,7,6.738888888888889,55.4,0.055,1706.94,4
2025,ADK90,Canoe,oc2stockmix,3,6.739472222222222,58.7,0.37,1706.89,2
2018,ADK90,Canoe,open,NA,6.739722222222222,61.9,0,1706.8,6
2014,ADK90,Canoe,open,NA,6.7411111111111115,69.5,0,1706.89,6
2015,ADK90,Canoe,oc4mix,11,6.7411111111111115,63.9,0,1706.82,4
2013,ADK90,Canoe,oc1stock,1,6.741666666666666,51.6,0,1706.88,1
2009,ADK90,Canoe,oc4,7,6.742222222222222,57.2,0.016,1706.65,4
2016,ADK90,Canoe,oc2stockwomen,1,6.743333333333333,70.2,0.02,1706.83,2
2012,ADK90,Canoe,oc4,7,6.744166666666667,67.4,0,1706.75,4
2011,ADK90,Canoe,oc2stockmixveteran,1,6.744166666666667,63.9,0,1706.86,2
2018,ADK90,Canoe,open,NA,6.744722222222222,61.9,0,1706.8,6
2015,ADK90,Canoe,oc2rec,1,6.746388888888889,63.9,0,1706.82,2
2021,ADK90,Canoe,oc4stockmix,8,6.746666666666667,55.4,0.055,1706.94,4
2022,ADK90,Canoe,oc4stockmix,9,6.747111111111111,63.4,0,1706.93,4
2023,ADK90,Canoe,oc2stockmixmaster,7,6.747416666666667,66.9,0.15,1706.8,2
2023,ADK90,Canoe,oc2stock,8,6.748888888888889,66.9,0.15,1706.8,2
2017,ADK90,Canoe,open,NA,6.7491666666666665,51.1,0.484,1706.89,6
2019,ADK90,Kayak,k2mix,1,6.75,58,0,1706.77,2
2018,ADK90,Canoe,open,NA,6.750555555555556,61.9,0,1706.8,6
2010,ADK90,Canoe,oc2stockmaster,5,6.751388888888889,52.8,0.043,1706.87,2
2013,ADK90,Canoe,oc2stockmix,2,6.751666666666667,51.6,0,1706.88,2
