year,raceId,boatType,classId,place,value,temp,rain,water,n_paddler
2017,ADK90,Voyageur,voyageur,2,5.383055555555556,51.1,0.484,1706.89,6
2016,ADK90,Voyageur,voyageur,2,5.385833333333333,70.2,0.02,1706.83,6
2012,ADK90,Canoe,oc4mix,2,5.389166666666667,67.4,0,1706.75,4
2010,ADK90,Canoe,oc4,3,5.393055555555556,52.8,0.043,1706.87,4
2015,ADK90,Canoe,oc4mix,2,5.4,63.9,0,1706.82,4
2017,ADK90,Canoe,oc4,2,5.403333333333333,51.1,0.484,1706.89,4
2013,ADK90,Canoe,oc4,1,5.405555555555556,51.6,0,1706.88,4
2022,ADK90,Canoe,oc4stock,1,5.408166666666667,63.4,0,1706.93,4
2017,ADK90,Kayak,k2,2,5.409166666666667,51.1,0.484,1706.89,2
2013,ADK90,Canoe,oc4,3,5.410277777777778,51.6,0,1706.88,4
2014,ADK90,Canoe,oc4,3,5.410833333333334,69.5,0,1706.89,4
2021,ADK90,Canoe,oc4stock,1,5.4125,55.4,0.055,1706.94,4
2010,ADK90,Canoe,oc4,1,5.4125,52.8,0.043,1706.87,4
2014,ADK90,Canoe,oc4open,4,5.417222222222223,69.5,0,1706.89,4
2022,ADK90,Canoe,oc4,5,5.417861111111111,63.4,0,1706.93,4
2025,ADK90,Canoe,oc4stockmix,1,5.421055555555555,58.7,0.37,1706.89,4
2016,ADK90,Canoe,oc4,1,5.4225,70.2,0.02,1706.83,4
2022,ADK90,Canoe,oc4,6,5.424361111111112,63.4,0,1706.93,4
2023,ADK90,Canoe,oc4stockmix,1,5.425277777777778,66.9,0.15,1706.8,4
2010,ADK90,Canoe,oc2am,1,5.4375,52.8,0.043,1706.87,2
2009,ADK90,Voyageur,voyageur,3,5.446666666666666,57.2,0.016,1706.65,6
2011,ADK90,Voyageur,voyageur,3,5.448333333333333,63.9,0,1706.86,6
2019,ADK90,Canoe,oc4open,3,5.449166666666667,58,0,1706.77,4
2008,ADK90,Voyageur,voyageur,3,5.449166666666667,72.3,0,1706.81,6
2024,ADK90,Canoe,oc4openmix,2,5.451944444444444,61.6,0,1706.82,4
2025,ADK90,Canoe,oc4stock,1,5.452833333333333,58.7,0.37,1706.89,4
2021,ADK90,Canoe,oc4stock,2,5.453055555555555,55.4,0.055,1706.94,4
2022,ADK90,Voyageur,voyageur,1,5.453888888888889,63.4,0,1706.93,6
2017,ADK90,Voyageur,voyageur,1,5.453888888888889,51.1,0.484,1706.89,6
2010,ADK90,Canoe,oc4,2,5.457222222222223,52.8,0.043,1706.87,4
2013,ADK90,Canoe,oc4,2,5.46,51.6,0,1706.88,4
2019,ADK90,Kayak,k1unlimited,2,5.460833333333333,58,0,1706.77,1
2025,ADK90,Canoe,oc4stockmix,2,5.47025,58.7,0.37,1706.89,4
2015,ADK90,Voyageur,voyageur,2,5.474166666666667,63.9,0,1706.82,6
2023,ADK90,Canoe,oc4stock,1,5.4784444444444444,66.9,0.15,1706.8,4
2024,ADK90,Canoe,oc4openmix,3,5.485222222222222,61.6,0,1706.82,4
2008,ADK90,Canoe,oc4mix,1,5.488888888888889,72.3,0,1706.81,4
2017,ADK90,Canoe,oc4mix,1,5.489166666666667,51.1,0.484,1706.89,4
2011,ADK90,Canoe,oc4,2,5.495833333333334,63.9,0,1706.86,4
2015,ADK90,Canoe,oc4mix,3,5.496111111111111,63.9,0,1706.82,4
2010,ADK90,Canoe,open,NA,5.497777777777777,52.8,0.043,1706.87,6
2010,ADK90,Voyageur,voyageur,4,5.498888888888889,52.8,0.043,1706.87,6
2009,ADK90,Canoe,oc2ammaster,1,5.5152777777777775,57.2,0.016,1706.65,2
2009,ADK90,Canoe,oc2am,1,5.519722222222223,57.2,0.016,1706.65,2
2023,ADK90,Canoe,oc4,2,5.528277777777777,66.9,0.15,1706.8,4
2017,ADK90,Canoe,oc4open,4,5.5325,51.1,0.484,1706.89,4
2012,ADK90,Canoe,oc4,2,5.534166666666667,67.4,0,1706.75,4
2008,ADK90,Kayak,k1tourveteran,1,5.535833333333334,72.3,0,1706.81,1
2013,ADK90,Canoe,oc4mix,7,5.54,51.6,0,1706.88,4
2017,ADK90,Canoe,oc4,3,5.545555555555556,51.1,0.484,1706.89,4
2018,ADK90,Kayak,k2,1,5.549444444444444,61.9,0,1706.8,2
2008,ADK90,Canoe,oc2ammixmaster,1,5.556111111111111,72.3,0,1706.81,2
2017,ADK90,Canoe,oc2ammix,1,5.556111111111111,51.1,0.484,1706.89,2
2025,ADK90,Kayak,k1open,1,5.559611111111111,58.7,0.37,1706.89,1
2008,ADK90,Canoe,oc2am,3,5.560833333333333,72.3,0,1706.81,2
2008,ADK90,Kayak,k1unlimited,2,5.562222222222222,72.3,0,1706.81,1
2014,ADK90,Canoe,oc4mix,1,5.562777777777778,69.5,0,1706.89,4
2013,ADK90,Canoe,oc4mix,8,5.563055555555556,51.6,0,1706.88,4
2025,ADK90,Canoe,oc4stockmixmaster,1,5.5675,58.7,0.37,1706.89,4
2010,ADK90,Kayak,k2master,2,5.568888888888889,52.8,0.043,1706.87,2
2018,ADK90,Canoe,oc4open,4,5.571111111111111,61.9,0,1706.8,4
2013,ADK90,Kayak,k2master,1,5.575,51.6,0,1706.88,2
2010,ADK90,Voyageur,voyageur,2,5.578333333333333,52.8,0.043,1706.87,6
2010,ADK90,Voyageur,voyageur,3,5.578333333333333,52.8,0.043,1706.87,6
2022,ADK90,Canoe,oc4stockmix,1,5.583722222222223,63.4,0,1706.93,4
2008,ADK90,Canoe,oc2ammaster,2,5.586111111111111,72.3,0,1706.81,2
2008,ADK90,Canoe,oc4,1,5.5875,72.3,0,1706.81,4
2015,ADK90,Canoe,oc4open,4,5.59,63.9,0,1706.82,4
2024,ADK90,Canoe,oc4stockmix,1,5.599416666666667,61.6,0,1706.82,4
2014,ADK90,Canoe,oc4,4,5.604444444444445,69.5,0,1706.89,4
2010,ADK90,Canoe,oc4mix,2,5.609444444444445,52.8,0.043,1706.87,4
2017,ADK90,Canoe,oc4,4,5.615,51.1,0.484,1706.89,4
2021,ADK90,Canoe,oc4stockmixmaster,2,5.615555555555556,55.4,0.055,1706.94,4
2011,ADK90,Canoe,oc4,3,5.6161111111111115,63.9,0,1706.86,4
2012,ADK90,Kayak,k1tour,1,5.6194444444444445,67.4,0,1706.75,1
2019,ADK90,Canoe,oc4stockmix,1,5.623888888888889,58,0,1706.77,4
2012,ADK90,Kayak,k2,1,5.626666666666667,67.4,0,1706.75,2
2024,ADK90,Canoe,oc4stockmix,2,5.627611111111111,61.6,0,1706.82,4
2010,ADK90,Canoe,oc2ammaster,1,5.628055555555555,52.8,0.043,1706.87,2
2025,ADK90,Kayak,k1sportmaster,1,5.633194444444444,58.7,0.37,1706.89,1
2025,ADK90,Canoe,oc1open,1,5.63413888888889,58.7,0.37,1706.89,1
2013,ADK90,Kayak,k2mix,1,5.635555555555555,51.6,0,1706.88,2
2009,ADK90,Canoe,oc4,1,5.636388888888889,57.2,0.016,1706.65,4
2023,ADK90,Canoe,oc4mix,5,5.6433888888888895,66.9,0.15,1706.8,4
2024,ADK90,Kayak,k1sportmaster,1,5.646361111111111,61.6,0,1706.82,1
2008,ADK90,Canoe,oc2ammaster,3,5.6497222222222225,72.3,0,1706.81,2
2008,ADK90,Voyageur,voyageur,4,5.650277777777778,72.3,0,1706.81,6
2012,ADK90,Canoe,oc2ammix,1,5.651111111111111,67.4,0,1706.75,2
2010,ADK90,Kayak,k2master,1,5.656666666666666,52.8,0.043,1706.87,2
2017,ADK90,Kayak,k2mix,1,5.657777777777778,51.1,0.484,1706.89,2
2013,ADK90,Canoe,oc4,5,5.666944444444445,51.6,0,1706.88,4
2017,ADK90,Canoe,oc2amwomen,1,5.668611111111111,51.1,0.484,1706.89,2
2010,ADK90,Canoe,oc4,4,5.670833333333333,52.8,0.043,1706.87,4
2025,ADK90,Canoe,oc4openmix,4,5.672444444444444,58.7,0.37,1706.89,4
2014,ADK90,Kayak,k2mix,1,5.676666666666667,69.5,0,1706.89,2
2017,ADK90,Canoe,oc4,6,5.678888888888889,51.1,0.484,1706.89,4
2011,ADK90,Canoe,oc2ammix,1,5.684166666666667,63.9,0,1706.86,2
2017,ADK90,Canoe,oc4,5,5.684166666666667,51.1,0.484,1706.89,4
2014,ADK90,Canoe,oc4mix,3,5.6866666666666665,69.5,0,1706.89,4
2009,ADK90,Canoe,oc4mix,1,5.6925,57.2,0.016,1706.65,4
2010,ADK90,Canoe,oc4,5,5.693888888888889,52.8,0.043,1706.87,4
2013,ADK90,Kayak,k1tourveteran,1,5.695555555555556,51.6,0,1706.88,1
2023,ADK90,Canoe,oc4stockgoldnc,1,5.702111111111111,66.9,0.15,1706.8,4
2013,ADK90,Kayak,k2mix,2,5.704166666666667,51.6,0,1706.88,2
2014,ADK90,Canoe,oc2stockmix,1,5.707222222222223,69.5,0,1706.89,2
2017,ADK90,Canoe,oc4mix,2,5.7091666666666665,51.1,0.484,1706.89,4
2016,ADK90,Canoe,oc4mix,3,5.7091666666666665,70.2,0.02,1706.83,4
2023,ADK90,Kayak,k1master,1,5.709361111111111,66.9,0.15,1706.8,1
2011,ADK90,Canoe,oc2am,1,5.709722222222222,63.9,0,1706.86,2
2009,ADK90,Canoe,oc4mix,3,5.713333333333333,57.2,0.016,1706.65,4
2021,ADK90,Canoe,oc4stockmaster,1,5.714444444444444,55.4,0.055,1706.94,4
2013,ADK90,Canoe,oc4,6,5.714444444444444,51.6,0,1706.88,4
2023,ADK90,Canoe,oc4stockmix,3,5.715111111111112,66.9,0.15,1706.8,4
2021,ADK90,Canoe,oc4stock,3,5.72,55.4,0.055,1706.94,4
2023,ADK90,Canoe,oc4stockmix,2,5.720027777777777,66.9,0.15,1706.8,4
2012,ADK90,Canoe,oc4mix,5,5.7219444444444445,67.4,0,1706.75,4
2017,ADK90,Canoe,oc4mix,4,5.723888888888889,51.1,0.484,1706.89,4
2013,ADK90,Canoe,oc4,7,5.725,51.6,0,1706.88,4
2014,ADK90,Kayak,k2mix,2,5.726944444444444,69.5,0,1706.89,2
2023,ADK90,Canoe,oc4stock,2,5.7290833333333335,66.9,0.15,1706.8,4
2015,ADK90,Canoe,oc2stockmaster,1,5.731111111111111,63.9,0,1706.82,2
2022,ADK90,Canoe,oc4,7,5.7386944444444445,63.4,0,1706.93,4
2017,ADK90,Canoe,oc1recmaster,1,5.738888888888889,51.1,0.484,1706.89,1
2013,ADK90,Canoe,oc2stock,1,5.741388888888889,51.6,0,1706.88,2
2018,ADK90,Canoe,oc4stockmix,2,5.7425,61.9,0,1706.8,4
2017,ADK90,Kayak,k1tourveteran,1,5.743333333333333,51.1,0.484,1706.89,1
2010,ADK90,Canoe,oc2ammix,1,5.7444444444444445,52.8,0.043,1706.87,2
2015,ADK90,Canoe,oc4mix,4,5.744722222222222,63.9,0,1706.82,4
2011,ADK90,Canoe,oc4mix,1,5.745833333333334,63.9,0,1706.86,4
2018,ADK90,Kayak,k1tour,1,5.745833333333334,61.9,0,1706.8,1
2008,ADK90,Canoe,oc4,2,5.746944444444445,72.3,0,1706.81,4
2019,ADK90,Canoe,oc4stockmix,2,5.749722222222222,58,0,1706.77,4
2014,ADK90,Canoe,oc4mix,2,5.7525,69.5,0,1706.89,4
2011,ADK90,Kayak,k2,1,5.752777777777778,63.9,0,1706.86,2
2014,ADK90,Kayak,k1tourveteran,1,5.753888888888889,69.5,0,1706.89,1
2013,ADK90,Canoe,oc4mix,10,5.755,51.6,0,1706.88,4
2013,ADK90,Canoe,oc4mix,9,5.759722222222222,51.6,0,1706.88,4
2012,ADK90,Kayak,k1tour,2,5.760833333333333,67.4,0,1706.75,1
2018,ADK90,Kayak,k1tour,2,5.763055555555556,61.9,0,1706.8,1
2018,ADK90,Canoe,oc1stock,1,5.763333333333334,61.9,0,1706.8,1
2012,ADK90,Canoe,oc4open,6,5.765555555555555,67.4,0,1706.75,4
2009,ADK90,Kayak,k2,1,5.766111111111111,57.2,0.016,1706.65,2
2023,ADK90,Canoe,oc4stock,3,5.766555555555555,66.9,0.15,1706.8,4
2022,ADK90,Canoe,oc4,8,5.766944444444444,63.4,0,1706.93,4
2021,ADK90,Kayak,k2veteran,1,5.772222222222222,55.4,0.055,1706.94,2
2012,ADK90,Canoe,oc2stockmaster,1,5.772222222222222,67.4,0,1706.75,2
2019,ADK90,Canoe,oc4stockmix,3,5.773888888888889,58,0,1706.77,4
2023,ADK90,Canoe,oc4mix,6,5.775194444444445,66.9,0.15,1706.8,4
2021,ADK90,Kayak,k2,1,5.777222222222222,55.4,0.055,1706.94,2
2014,ADK90,Canoe,oc4mix,4,5.780833333333334,69.5,0,1706.89,4
2014,ADK90,Canoe,oc4mix,5,5.788055555555555,69.5,0,1706.89,4
2010,ADK90,Canoe,oc2am,2,5.788055555555555,52.8,0.043,1706.87,2
2011,ADK90,Kayak,k2,2,5.788333333333333,63.9,0,1706.86,2
2022,ADK90,Canoe,oc4stock,2,5.788444444444445,63.4,0,1706.93,4
2011,ADK90,Canoe,oc4mix,5,5.792777777777777,63.9,0,1706.86,4
2016,ADK90,Canoe,oc4women,1,5.796111111111111,70.2,0.02,1706.83,4
2011,ADK90,Canoe,oc4mix,2,5.796666666666667,63.9,0,1706.86,4
2008,ADK90,Canoe,oc2stockmaster,1,5.796666666666667,72.3,0,1706.81,2
2021,ADK90,Canoe,oc4mix,2,5.7975,55.4,0.055,1706.94,4
2011,ADK90,Canoe,oc4mix,3,5.798333333333333,63.9,0,1706.86,4
2023,ADK90,Canoe,oc1stockveteran,1,5.798333333333333,66.9,0.15,1706.8,1
2015,ADK90,Canoe,oc4,2,5.8036111111111115,63.9,0,1706.82,4
2012,ADK90,Canoe,oc4mix,6,5.8036111111111115,67.4,0,1706.75,4
2013,ADK90,Canoe,oc2stockmaster,1,5.8052777777777775,51.6,0,1706.88,2
2010,ADK90,Canoe,oc4,6,5.805833333333333,52.8,0.043,1706.87,4
2009,ADK90,Canoe,oc2ammaster,2,5.806388888888889,57.2,0.016,1706.65,2
2016,ADK90,Canoe,oc2stockmaster,1,5.806666666666667,70.2,0.02,1706.83,2
2010,ADK90,Kayak,k1tour,1,5.807222222222222,52.8,0.043,1706.87,1
2018,ADK90,Canoe,oc4stock,2,5.808611111111111,61.9,0,1706.8,4
2009,ADK90,Canoe,oc4mix,2,5.809722222222222,57.2,0.016,1706.65,4
2008,ADK90,Kayak,k2,3,5.810833333333333,72.3,0,1706.81,2
2016,ADK90,Canoe,oc4mix,4,5.811111111111111,70.2,0.02,1706.83,4
2016,ADK90,Canoe,oc2am,1,5.813611111111111,70.2,0.02,1706.83,2
2008,ADK90,Canoe,voyageuropen,1,5.816666666666666,72.3,0,1706.81,6
2019,ADK90,Canoe,oc4open,4,5.8180555555555555,58,0,1706.77,4
2008,ADK90,Kayak,k1women,2,5.819444444444445,72.3,0,1706.81,1
2008,ADK90,Voyageur,voyageur,5,5.82,72.3,0,1706.81,6
2022,ADK90,Canoe,oc2stockmixmaster,1,5.82163888888889,63.4,0,1706.93,2
2017,ADK90,Canoe,oc4mix,3,5.8225,51.1,0.484,1706.89,4
2010,ADK90,Canoe,oc2am,4,5.822777777777778,52.8,0.043,1706.87,2
2011,ADK90,Voyageur,voyageur,4,5.822777777777778,63.9,0,1706.86,6
2009,ADK90,Kayak,k1tourveteran,1,5.823888888888889,57.2,0.016,1706.65,1
2013,ADK90,Canoe,oc2am,1,5.825833333333334,51.6,0,1706.88,2
2022,ADK90,Canoe,oc4stockmix,3,5.828111111111111,63.4,0,1706.93,4
2015,ADK90,Canoe,oc4mix,5,5.828333333333333,63.9,0,1706.82,4
2023,ADK90,Kayak,k2,2,5.829861111111111,66.9,0.15,1706.8,2
2022,ADK90,Canoe,oc1stockmaster,1,5.830666666666667,63.4,0,1706.93,1
2018,ADK90,Canoe,open,NA,5.831388888888889,61.9,0,1706.8,6
2008,ADK90,Kayak,k2,1,5.8325,72.3,0,1706.81,2
2012,ADK90,Canoe,oc4mix,7,5.833611111111111,67.4,0,1706.75,4
2013,ADK90,Canoe,oc2stock,2,5.836944444444445,51.6,0,1706.88,2
2012,ADK90,Voyageur,voyageur,3,5.84,67.4,0,1706.75,6
2024,ADK90,Canoe,oc4stockmaster,1,5.840916666666667,61.6,0,1706.82,4
2011,ADK90,Canoe,oc2am,2,5.844166666666666,63.9,0,1706.86,2
2016,ADK90,Canoe,oc2stock,2,5.846388888888889,70.2,0.02,1706.83,2
2008,ADK90,Kayak,k1unlimited,3,5.846388888888889,72.3,0,1706.81,1
2008,ADK90,Canoe,oc2family,1,5.8475,72.3,0,1706.81,2
2014,ADK90,Canoe,oc1rec,1,5.848611111111111,69.5,0,1706.89,1
2021,ADK90,Canoe,oc4mix,1,5.849444444444444,55.4,0.055,1706.94,4
2011,ADK90,Canoe,oc4mix,6,5.851111111111111,63.9,0,1706.86,4
2019,ADK90,Canoe,oc4stock,1,5.854166666666667,58,0,1706.77,4
2025,ADK90,Canoe,oc4openmix,5,5.855277777777777,58.7,0.37,1706.89,4
2011,ADK90,Canoe,oc4open,4,5.856388888888889,63.9,0,1706.86,4
2009,ADK90,Canoe,oc4,2,5.857222222222222,57.2,0.016,1706.65,4
2022,ADK90,Kayak,k1unlimitedmaster,1,5.858527777777778,63.4,0,1706.93,1
2017,ADK90,Kayak,k1tour,1,5.859166666666667,51.1,0.484,1706.89,1
2016,ADK90,Canoe,oc2stockmixveteran,1,5.8613888888888885,70.2,0.02,1706.83,2
2010,ADK90,Canoe,oc2stockmaster,1,5.863611111111111,52.8,0.043,1706.87,2
2009,ADK90,Kayak,k2,2,5.864166666666667,57.2,0.016,1706.65,2
2015,ADK90,Canoe,oc1recmaster,1,5.8677777777777775,63.9,0,1706.82,1
2009,ADK90,Canoe,oc4,3,5.868611111111111,57.2,0.016,1706.65,4
2023,ADK90,Canoe,oc4stockwomen,1,5.870833333333334,66.9,0.15,1706.8,4
2025,ADK90,Canoe,oc2stockmixmaster,2,5.872277777777778,58.7,0.37,1706.89,2
2010,ADK90,Canoe,oc2ammaster,2,5.874444444444444,52.8,0.043,1706.87,2
2012,ADK90,Canoe,oc4mix,9,5.874722222222222,67.4,0,1706.75,4
2008,ADK90,Canoe,oc2stockmaster,2,5.875277777777778,72.3,0,1706.81,2
2017,ADK90,Canoe,oc2stockmixmaster,1,5.875555555555556,51.1,0.484,1706.89,2
2010,ADK90,Voyageur,voyageur,5,5.881388888888889,52.8,0.043,1706.87,6
2016,ADK90,Canoe,oc1recmaster,1,5.881944444444445,70.2,0.02,1706.83,1
